id,Artwork ID,Artist Last Name,Artist First Name,Artist ID,Artwork Title,Medium,Year Created,Acquisition,Acquisition Year,Image,Webpage
88,97219.0,Mapplethorpe,Robert,11413.0,Francesco Clemente,"Photograph, gelatine silver print on paper",1982.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00151_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-francesco-clemente-ar00151
89,97220.0,Mapplethorpe,Robert,11413.0,Francesco Clemente,"Photograph, gelatine silver print on paper",1985.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00152_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-francesco-clemente-ar00152
90,97221.0,Mapplethorpe,Robert,11413.0,Henry Geldzahler,"Photograph, gelatine silver print on paper",1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00153_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-henry-geldzahler-ar00153
91,97222.0,Mapplethorpe,Robert,11413.0,Phillip Johnson,"Photograph, gelatine silver print on paper",1978.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00154_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-phillip-johnson-ar00154
92,97224.0,Mapplethorpe,Robert,11413.0,Francesca Thyssen,"Photograph, gelatine silver print on paper",1981.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00156_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-francesca-thyssen-ar00156
93,97225.0,Mapplethorpe,Robert,11413.0,Honey,"Photograph, gelatine silver print on paper",1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00157_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-honey-ar00157
94,97227.0,Mapplethorpe,Robert,11413.0,Nick,"Photograph, gelatine silver print on paper",1977.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00159_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-nick-ar00159
95,97228.0,Mapplethorpe,Robert,11413.0,Bob Love,"Photograph, gelatine silver print on paper",1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00160_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-bob-love-ar00160
96,97229.0,Mapplethorpe,Robert,11413.0,Lowell Smith,"Photograph, gelatine silver print on paper",1981.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00161_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-lowell-smith-ar00161
97,95856.0,Celmins,Vija,2731.0,Night Sky #19,Charcoal on paper,1998.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00163_8.jpg,http://www.tate.org.uk/art/artworks/celmins-night-sky-19-ar00163
98,95857.0,Celmins,Vija,2731.0,Web #1,Charcoal on paper,1999.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00164_8.jpg,http://www.tate.org.uk/art/artworks/celmins-web-1-ar00164
99,98288.0,Martin,Agnes,1583.0,Faraway Love,Acrylic paint and graphite on canvas,1999.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00178_8.jpg,http://www.tate.org.uk/art/artworks/martin-faraway-love-ar00178
100,98992.0,Martin,Agnes,1583.0,Happy Holiday,Acrylic paint and graphite on canvas,1999.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00179_8.jpg,http://www.tate.org.uk/art/artworks/martin-happy-holiday-ar00179
101,98299.0,Nauman,Bruce,1691.0,Enforced Perspective: Allegory and Symbolism,Steel,1975.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00180_8.jpg,http://www.tate.org.uk/art/artworks/nauman-enforced-perspective-allegory-and-symbolism-ar00180
102,98450.0,Ruscha,Edward,1882.0,HONK,Acrylic paint on paper,1962.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00184_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-honk-ar00184
103,97232.0,Mapplethorpe,Robert,11413.0,Patti Smith,"Photograph, gelatine silver print on paper",1975.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00185_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-patti-smith-ar00185
104,97234.0,Mapplethorpe,Robert,11413.0,Patti Smith,"Photograph, gelatine silver print on paper",1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00186_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-patti-smith-ar00186
105,97235.0,Mapplethorpe,Robert,11413.0,Patti Smith,"Photograph, gelatine silver print on paper",1978.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00187_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-patti-smith-ar00187
106,97236.0,Mapplethorpe,Robert,11413.0,Smutty,"Photograph, gelatine silver print on paper",1980.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00188_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-smutty-ar00188
107,97237.0,Mapplethorpe,Robert,11413.0,Smutty,"Photograph, gelatine silver print on paper",1982.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00189_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-smutty-ar00189
108,97240.0,Mapplethorpe,Robert,11413.0,Nick Marden,"Photograph, gelatine silver print on paper",1980.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00192_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-nick-marden-ar00192
109,97247.0,Mapplethorpe,Robert,11413.0,Derrick Cross,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00194_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-derrick-cross-ar00194
110,97250.0,Mapplethorpe,Robert,11413.0,Brian Ridley and Lyle Heeter,"Photograph, gelatine silver print on paper",1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00196_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-brian-ridley-and-lyle-heeter-ar00196
111,97251.0,Mapplethorpe,Robert,11413.0,Alan Lynes,"Photograph, gelatine silver print on paper",1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00197_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-alan-lynes-ar00197
112,97253.0,Mapplethorpe,Robert,11413.0,"Jim, Sausalito","Photograph, gelatine silver print on paper",1977.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00198_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-jim-sausalito-ar00198
113,97261.0,Mapplethorpe,Robert,11413.0,Diane Benson,"Photograph, gelatine silver print on paper",1980.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00203_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-diane-benson-ar00203
114,97262.0,Mapplethorpe,Robert,11413.0,Marianne Faithfull,"Photograph, gelatine silver print on paper",1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00204_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-marianne-faithfull-ar00204
115,97264.0,Mapplethorpe,Robert,11413.0,Grace Jones,"Photograph, gelatine silver print on paper",1984.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00206_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-grace-jones-ar00206
116,97266.0,Mapplethorpe,Robert,11413.0,Molissa Fenley,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00208_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-molissa-fenley-ar00208
117,97267.0,Mapplethorpe,Robert,11413.0,John McKendry,"Photograph, gelatine silver print on paper",1975.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00209_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-john-mckendry-ar00209
118,97268.0,Mapplethorpe,Robert,11413.0,Iggy Pop,"Photograph, gelatine silver print on paper",1981.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00210_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-iggy-pop-ar00210
119,97273.0,Mapplethorpe,Robert,11413.0,Philip Glass and Robert Wilson,"Photograph, gelatine silver print on paper",1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00214_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-philip-glass-and-robert-wilson-ar00214
120,97275.0,Mapplethorpe,Robert,11413.0,Louise Bourgeois,"Photograph, gelatine silver print on paper",1982.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00215_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-louise-bourgeois-ar00215
121,97279.0,Mapplethorpe,Robert,11413.0,Andy Warhol,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00219_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-andy-warhol-ar00219
122,97280.0,Mapplethorpe,Robert,11413.0,Andy Warhol,"Photograph, gelatine silver print on paper",1986.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00220_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-andy-warhol-ar00220
123,97284.0,Mapplethorpe,Robert,11413.0,Frogs,"Photograph, gelatine silver print on paper",1984.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00221_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-frogs-ar00221
124,97286.0,Mapplethorpe,Robert,11413.0,Skull,"Photograph, gelatine silver print on paper",1988.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00223_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-skull-ar00223
125,97287.0,Mapplethorpe,Robert,11413.0,Waves,"Photograph, gelatine silver print on paper",1980.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00224_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-waves-ar00224
126,97288.0,Mapplethorpe,Robert,11413.0,Self Portrait,"Photograph, gelatine silver print on paper",1980.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00225_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-self-portrait-ar00225
127,97289.0,Mapplethorpe,Robert,11413.0,Self Portrait,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00226_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-self-portrait-ar00226
128,97290.0,Mapplethorpe,Robert,11413.0,Self Portrait,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00227_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-self-portrait-ar00227
129,97291.0,Mapplethorpe,Robert,11413.0,Self Portrait,"Photograph, gelatine silver print on paper",1981.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00228_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-self-portrait-ar00228
130,95935.0,Ray,Charles,2751.0,Plank Piece I-II,"2 photographs, black and white, on paper on board",1973.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2009.0,http://www.tate.org.uk/art/images/work/AR/AR00342_8.jpg,http://www.tate.org.uk/art/artworks/ray-plank-piece-i-ii-ar00342
