id,Year,Rank,Home Games,Team Name,Baseball Field,Team ID
1049,1965.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1050,1965.0,1.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1051,1965.0,5.0,81.0,Milwaukee Braves,County Stadium,MLN
1052,1965.0,6.0,83.0,New York Yankees,Yankee Stadium I,NYY
1053,1965.0,10.0,82.0,New York Mets,Shea Stadium,NYM
1054,1965.0,6.0,80.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1055,1965.0,3.0,82.0,Pittsburgh Pirates,Forbes Field,PIT
1056,1965.0,2.0,81.0,San Francisco Giants,Candlestick Park,SFG
1057,1965.0,7.0,81.0,St. Louis Cardinals,Sportsman's Park IV,STL
1058,1965.0,8.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1059,1966.0,5.0,82.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1060,1966.0,1.0,79.0,Baltimore Orioles,Memorial Stadium,BAL
1061,1966.0,9.0,81.0,Boston Red Sox,Fenway Park II,BOS
1062,1966.0,6.0,81.0,California Angels,Anaheim Stadium,CAL
1063,1966.0,4.0,81.0,Chicago White Sox,Comiskey Park,CHW
1064,1966.0,10.0,81.0,Chicago Cubs,Wrigley Field,CHC
1065,1966.0,7.0,79.0,Cincinnati Reds,Crosley Field,CIN
1066,1966.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1067,1966.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1068,1966.0,8.0,81.0,Houston Astros,Astrodome,HOU
1069,1966.0,7.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
1070,1966.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1071,1966.0,2.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1072,1966.0,10.0,82.0,New York Yankees,Yankee Stadium I,NYY
1073,1966.0,9.0,81.0,New York Mets,Shea Stadium,NYM
1074,1966.0,4.0,81.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1075,1966.0,3.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1076,1966.0,2.0,81.0,San Francisco Giants,Candlestick Park,SFG
1077,1966.0,6.0,81.0,St. Louis Cardinals,Sportsman's Park IV/Busch Stadium II,STL
1078,1966.0,8.0,78.0,Washington Senators,R.F.K. Stadium,WSA
1079,1967.0,7.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1080,1967.0,6.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
1081,1967.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
1082,1967.0,5.0,83.0,California Angels,Anaheim Stadium,CAL
1083,1967.0,4.0,82.0,Chicago White Sox,Comiskey Park,CHW
1084,1967.0,3.0,84.0,Chicago Cubs,Wrigley Field,CHC
1085,1967.0,4.0,81.0,Cincinnati Reds,Crosley Field,CIN
1086,1967.0,8.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1087,1967.0,2.0,82.0,Detroit Tigers,Tiger Stadium,DET
1088,1967.0,9.0,81.0,Houston Astros,Astrodome,HOU
1089,1967.0,10.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
1090,1967.0,8.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1091,1967.0,2.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1092,1967.0,9.0,82.0,New York Yankees,Yankee Stadium I,NYY
1093,1967.0,10.0,78.0,New York Mets,Shea Stadium,NYM
1094,1967.0,5.0,80.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1095,1967.0,6.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1096,1967.0,2.0,82.0,San Francisco Giants,Candlestick Park,SFG
1097,1967.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1098,1967.0,6.0,80.0,Washington Senators,R.F.K. Stadium,WSA
1099,1968.0,5.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1100,1968.0,2.0,80.0,Baltimore Orioles,Memorial Stadium,BAL
1101,1968.0,4.0,81.0,Boston Red Sox,Fenway Park II,BOS
1102,1968.0,8.0,81.0,California Angels,Anaheim Stadium,CAL
1103,1968.0,8.0,81.0,Chicago White Sox,Comiskey Park,CHW
1104,1968.0,3.0,82.0,Chicago Cubs,Wrigley Field,CHC
1105,1968.0,4.0,82.0,Cincinnati Reds,Crosley Field,CIN
1106,1968.0,3.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1107,1968.0,1.0,81.0,Detroit Tigers,Tiger Stadium,DET
1108,1968.0,10.0,81.0,Houston Astros,Astrodome,HOU
1109,1968.0,7.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1110,1968.0,7.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1111,1968.0,5.0,82.0,New York Yankees,Yankee Stadium I,NYY
1112,1968.0,9.0,82.0,New York Mets,Shea Stadium,NYM
1113,1968.0,6.0,83.0,Oakland Athletics,Oakland Coliseum,OAK
1114,1968.0,7.0,81.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1115,1968.0,6.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1116,1968.0,2.0,81.0,San Francisco Giants,Candlestick Park,SFG
1117,1968.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1118,1968.0,10.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1119,1969.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1120,1969.0,1.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1121,1969.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1122,1969.0,3.0,81.0,California Angels,Anaheim Stadium,CAL
1123,1969.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1124,1969.0,2.0,82.0,Chicago Cubs,Wrigley Field,CHC
1125,1969.0,3.0,81.0,Cincinnati Reds,Crosley Field,CIN
1126,1969.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1127,1969.0,2.0,81.0,Detroit Tigers,Tiger Stadium,DET
1128,1969.0,5.0,81.0,Houston Astros,Astrodome,HOU
1129,1969.0,4.0,82.0,Kansas City Royals,Municipal Stadium II,KCR
1130,1969.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1131,1969.0,1.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1132,1969.0,6.0,81.0,Montreal Expos,Jarry Park,MON
1133,1969.0,5.0,80.0,New York Yankees,Yankee Stadium I,NYY
1134,1969.0,1.0,82.0,New York Mets,Shea Stadium,NYM
1135,1969.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1136,1969.0,5.0,81.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1137,1969.0,3.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1138,1969.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1139,1969.0,6.0,82.0,Seattle Pilots,Sicks Stadium,SEP
1140,1969.0,2.0,81.0,San Francisco Giants,Candlestick Park,SFG
1141,1969.0,4.0,80.0,St. Louis Cardinals,Busch Stadium II,STL
1142,1969.0,4.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1143,1970.0,5.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1144,1970.0,1.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1145,1970.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1146,1970.0,3.0,81.0,California Angels,Anaheim Stadium,CAL
1147,1970.0,6.0,84.0,Chicago White Sox,Comiskey Park,CHW
1148,1970.0,2.0,80.0,Chicago Cubs,Wrigley Field,CHC
1149,1970.0,1.0,81.0,Cincinnati Reds,Crosley Field/Riverfront Stadium,CIN
1150,1970.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1151,1970.0,4.0,81.0,Detroit Tigers,Tiger Stadium,DET
1152,1970.0,4.0,81.0,Houston Astros,Astrodome,HOU
1153,1970.0,4.0,79.0,Kansas City Royals,Municipal Stadium II,KCR
1154,1970.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1155,1970.0,1.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1156,1970.0,4.0,81.0,Milwaukee Brewers,County Stadium,MIL
1157,1970.0,6.0,80.0,Montreal Expos,Jarry Park,MON
1158,1970.0,2.0,81.0,New York Yankees,Yankee Stadium I,NYY
1159,1970.0,3.0,82.0,New York Mets,Shea Stadium,NYM
1160,1970.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1161,1970.0,5.0,80.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1162,1970.0,1.0,82.0,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,PIT
1163,1970.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1164,1970.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1165,1970.0,4.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1166,1970.0,6.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1167,1971.0,3.0,82.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1168,1971.0,1.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
1169,1971.0,3.0,80.0,Boston Red Sox,Fenway Park II,BOS
1170,1971.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1171,1971.0,3.0,81.0,Chicago White Sox,Comiskey Park,CHW
1172,1971.0,3.0,81.0,Chicago Cubs,Wrigley Field,CHC
1173,1971.0,4.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1174,1971.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1175,1971.0,2.0,81.0,Detroit Tigers,Tiger Stadium,DET
1176,1971.0,4.0,81.0,Houston Astros,Astrodome,HOU
1177,1971.0,2.0,81.0,Kansas City Royals,Municipal Stadium II,KCR
1178,1971.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1179,1971.0,5.0,79.0,Minnesota Twins,Metropolitan Stadium,MIN
1180,1971.0,6.0,82.0,Milwaukee Brewers,County Stadium,MIL
1181,1971.0,5.0,80.0,Montreal Expos,Jarry Park,MON
1182,1971.0,4.0,81.0,New York Yankees,Yankee Stadium I,NYY
1183,1971.0,3.0,81.0,New York Mets,Shea Stadium,NYM
1184,1971.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1185,1971.0,6.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1186,1971.0,1.0,80.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1187,1971.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1188,1971.0,1.0,81.0,San Francisco Giants,Candlestick Park,SFG
1189,1971.0,2.0,82.0,St. Louis Cardinals,Busch Stadium II,STL
1190,1971.0,5.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1191,1972.0,4.0,78.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1192,1972.0,3.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
1193,1972.0,2.0,78.0,Boston Red Sox,Fenway Park II,BOS
1194,1972.0,5.0,80.0,California Angels,Anaheim Stadium,CAL
1195,1972.0,2.0,78.0,Chicago White Sox,Comiskey Park,CHW
1196,1972.0,2.0,77.0,Chicago Cubs,Wrigley Field,CHC
1197,1972.0,1.0,76.0,Cincinnati Reds,Riverfront Stadium,CIN
1198,1972.0,5.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
1199,1972.0,1.0,78.0,Detroit Tigers,Tiger Stadium,DET
1200,1972.0,3.0,77.0,Houston Astros,Astrodome,HOU
1201,1972.0,4.0,77.0,Kansas City Royals,Municipal Stadium II,KCR
1202,1972.0,2.0,75.0,Los Angeles Dodgers,Dodger Stadium,LAD
1203,1972.0,3.0,74.0,Minnesota Twins,Metropolitan Stadium,MIN
1204,1972.0,6.0,79.0,Milwaukee Brewers,County Stadium,MIL
1205,1972.0,5.0,78.0,Montreal Expos,Jarry Park,MON
1206,1972.0,4.0,77.0,New York Yankees,Yankee Stadium I,NYY
1207,1972.0,3.0,78.0,New York Mets,Shea Stadium,NYM
1208,1972.0,1.0,77.0,Oakland Athletics,Oakland Coliseum,OAK
1209,1972.0,6.0,79.0,Philadelphia Phillies,Veterans Stadium,PHI
1210,1972.0,1.0,78.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1211,1972.0,6.0,80.0,San Diego Padres,Jack Murphy Stadium,SDP
1212,1972.0,5.0,77.0,San Francisco Giants,Candlestick Park,SFG
1213,1972.0,4.0,77.0,St. Louis Cardinals,Busch Stadium II,STL
1214,1972.0,6.0,77.0,Texas Rangers,Arlington Stadium,TEX
1215,1973.0,5.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1216,1973.0,1.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1217,1973.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1218,1973.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1219,1973.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1220,1973.0,5.0,80.0,Chicago Cubs,Wrigley Field,CHC
1221,1973.0,1.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1222,1973.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1223,1973.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1224,1973.0,4.0,81.0,Houston Astros,Astrodome,HOU
1225,1973.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1226,1973.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1227,1973.0,3.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1228,1973.0,5.0,81.0,Milwaukee Brewers,County Stadium,MIL
1229,1973.0,4.0,81.0,Montreal Expos,Jarry Park,MON
1230,1973.0,4.0,81.0,New York Yankees,Yankee Stadium I,NYY
1231,1973.0,1.0,81.0,New York Mets,Shea Stadium,NYM
1232,1973.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1233,1973.0,6.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1234,1973.0,3.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1235,1973.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1236,1973.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1237,1973.0,2.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1238,1973.0,6.0,81.0,Texas Rangers,Arlington Stadium,TEX
1239,1974.0,3.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1240,1974.0,1.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1241,1974.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1242,1974.0,6.0,81.0,California Angels,Anaheim Stadium,CAL
1243,1974.0,4.0,82.0,Chicago White Sox,Comiskey Park,CHW
1244,1974.0,6.0,81.0,Chicago Cubs,Wrigley Field,CHC
1245,1974.0,2.0,82.0,Cincinnati Reds,Riverfront Stadium,CIN
1246,1974.0,4.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1247,1974.0,6.0,81.0,Detroit Tigers,Tiger Stadium,DET
1248,1974.0,4.0,81.0,Houston Astros,Astrodome,HOU
1249,1974.0,5.0,81.0,Kansas City Royals,Royals Stadium,KCR
1250,1974.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1251,1974.0,3.0,82.0,Minnesota Twins,Metropolitan Stadium,MIN
1252,1974.0,5.0,81.0,Milwaukee Brewers,County Stadium,MIL
1253,1974.0,4.0,80.0,Montreal Expos,Jarry Park,MON
1254,1974.0,2.0,81.0,New York Yankees,Shea Stadium,NYY
1255,1974.0,5.0,81.0,New York Mets,Shea Stadium,NYM
1256,1974.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1257,1974.0,3.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1258,1974.0,1.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1259,1974.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1260,1974.0,5.0,81.0,San Francisco Giants,Candlestick Park,SFG
1261,1974.0,2.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1262,1974.0,2.0,80.0,Texas Rangers,Arlington Stadium,TEX
1263,1975.0,5.0,80.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1264,1975.0,2.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
1265,1975.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
1266,1975.0,6.0,81.0,California Angels,Anaheim Stadium,CAL
1267,1975.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1268,1975.0,5.0,81.0,Chicago Cubs,Wrigley Field,CHC
1269,1975.0,1.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1270,1975.0,4.0,80.0,Cleveland Indians,Cleveland Stadium,CLE
1271,1975.0,6.0,80.0,Detroit Tigers,Tiger Stadium,DET
1272,1975.0,6.0,81.0,Houston Astros,Astrodome,HOU
1273,1975.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1274,1975.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1275,1975.0,4.0,82.0,Minnesota Twins,Metropolitan Stadium,MIN
1276,1975.0,5.0,81.0,Milwaukee Brewers,County Stadium,MIL
1277,1975.0,5.0,81.0,Montreal Expos,Jarry Park,MON
1278,1975.0,3.0,78.0,New York Yankees,Shea Stadium,NYY
1279,1975.0,3.0,81.0,New York Mets,Shea Stadium,NYM
1280,1975.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1281,1975.0,2.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1282,1975.0,1.0,80.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1283,1975.0,4.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1284,1975.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1285,1975.0,3.0,82.0,St. Louis Cardinals,Busch Stadium II,STL
1286,1975.0,3.0,80.0,Texas Rangers,Arlington Stadium,TEX
1287,1976.0,6.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1288,1976.0,2.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1289,1976.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1290,1976.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1291,1976.0,6.0,80.0,Chicago White Sox,Comiskey Park,CHW
1292,1976.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1293,1976.0,1.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1294,1976.0,4.0,79.0,Cleveland Indians,Cleveland Stadium,CLE
1295,1976.0,5.0,80.0,Detroit Tigers,Tiger Stadium,DET
1296,1976.0,3.0,82.0,Houston Astros,Astrodome,HOU
1297,1976.0,1.0,81.0,Kansas City Royals,Royals Stadium,KCR
1298,1976.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1299,1976.0,3.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1300,1976.0,6.0,81.0,Milwaukee Brewers,County Stadium,MIL
1301,1976.0,6.0,80.0,Montreal Expos,Jarry Park,MON
1302,1976.0,1.0,80.0,New York Yankees,Yankee Stadium II,NYY
1303,1976.0,3.0,82.0,New York Mets,Shea Stadium,NYM
1304,1976.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1305,1976.0,1.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1306,1976.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1307,1976.0,5.0,80.0,San Diego Padres,Jack Murphy Stadium,SDP
1308,1976.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1309,1976.0,5.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1310,1976.0,4.0,81.0,Texas Rangers,Arlington Stadium,TEX
1311,1977.0,6.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1312,1977.0,2.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1313,1977.0,2.0,80.0,Boston Red Sox,Fenway Park II,BOS
1314,1977.0,5.0,81.0,California Angels,Anaheim Stadium,CAL
1315,1977.0,3.0,81.0,Chicago White Sox,Comiskey Park,CHW
1316,1977.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1317,1977.0,2.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1318,1977.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1319,1977.0,4.0,81.0,Detroit Tigers,Tiger Stadium,DET
1320,1977.0,3.0,81.0,Houston Astros,Astrodome,HOU
1321,1977.0,1.0,81.0,Kansas City Royals,Royals Stadium,KCR
1322,1977.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1323,1977.0,4.0,80.0,Minnesota Twins,Metropolitan Stadium,MIN
1324,1977.0,6.0,81.0,Milwaukee Brewers,County Stadium,MIL
1325,1977.0,5.0,81.0,Montreal Expos,Stade Olympique,MON
1326,1977.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
1327,1977.0,6.0,79.0,New York Mets,Shea Stadium,NYM
1328,1977.0,7.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1329,1977.0,1.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1330,1977.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1331,1977.0,5.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1332,1977.0,6.0,81.0,Seattle Mariners,Kingdome,SEA
1333,1977.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1334,1977.0,3.0,83.0,St. Louis Cardinals,Busch Stadium II,STL
1335,1977.0,2.0,81.0,Texas Rangers,Arlington Stadium,TEX
1336,1977.0,7.0,80.0,Toronto Blue Jays,Exhibition Stadium,TOR
1337,1978.0,6.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1338,1978.0,4.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1339,1978.0,2.0,82.0,Boston Red Sox,Fenway Park II,BOS
1340,1978.0,2.0,81.0,California Angels,Anaheim Stadium,CAL
1341,1978.0,5.0,80.0,Chicago White Sox,Comiskey Park,CHW
1342,1978.0,3.0,82.0,Chicago Cubs,Wrigley Field,CHC
1343,1978.0,2.0,80.0,Cincinnati Reds,Riverfront Stadium,CIN
1344,1978.0,6.0,78.0,Cleveland Indians,Cleveland Stadium,CLE
1345,1978.0,5.0,81.0,Detroit Tigers,Tiger Stadium,DET
1346,1978.0,5.0,81.0,Houston Astros,Astrodome,HOU
1347,1978.0,1.0,81.0,Kansas City Royals,Royals Stadium,KCR
1348,1978.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1349,1978.0,4.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1350,1978.0,3.0,81.0,Milwaukee Brewers,County Stadium,MIL
1351,1978.0,4.0,80.0,Montreal Expos,Stade Olympique,MON
1352,1978.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
1353,1978.0,6.0,80.0,New York Mets,Shea Stadium,NYM
1354,1978.0,6.0,80.0,Oakland Athletics,Oakland Coliseum,OAK
1355,1978.0,1.0,82.0,Philadelphia Phillies,Veterans Stadium,PHI
1356,1978.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1357,1978.0,4.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1358,1978.0,7.0,81.0,Seattle Mariners,Kingdome,SEA
1359,1978.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1360,1978.0,5.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1361,1978.0,2.0,82.0,Texas Rangers,Arlington Stadium,TEX
1362,1978.0,7.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1363,1979.0,6.0,79.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1364,1979.0,1.0,79.0,Baltimore Orioles,Memorial Stadium,BAL
1365,1979.0,3.0,80.0,Boston Red Sox,Fenway Park II,BOS
1366,1979.0,1.0,81.0,California Angels,Anaheim Stadium,CAL
1367,1979.0,5.0,79.0,Chicago White Sox,Comiskey Park,CHW
1368,1979.0,5.0,81.0,Chicago Cubs,Wrigley Field,CHC
1369,1979.0,1.0,80.0,Cincinnati Reds,Riverfront Stadium,CIN
1370,1979.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1371,1979.0,5.0,80.0,Detroit Tigers,Tiger Stadium,DET
1372,1979.0,2.0,81.0,Houston Astros,Astrodome,HOU
1373,1979.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1374,1979.0,3.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1375,1979.0,4.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1376,1979.0,2.0,81.0,Milwaukee Brewers,County Stadium,MIL
1377,1979.0,2.0,81.0,Montreal Expos,Stade Olympique,MON
1378,1979.0,4.0,81.0,New York Yankees,Yankee Stadium II,NYY
1379,1979.0,6.0,82.0,New York Mets,Shea Stadium,NYM
1380,1979.0,7.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1381,1979.0,4.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1382,1979.0,1.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1383,1979.0,5.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1384,1979.0,6.0,81.0,Seattle Mariners,Kingdome,SEA
1385,1979.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1386,1979.0,3.0,82.0,St. Louis Cardinals,Busch Stadium II,STL
1387,1979.0,3.0,81.0,Texas Rangers,Arlington Stadium,TEX
1388,1979.0,7.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1389,1980.0,4.0,80.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1390,1980.0,2.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1391,1980.0,5.0,81.0,Boston Red Sox,Fenway Park II,BOS
1392,1980.0,6.0,81.0,California Angels,Anaheim Stadium,CAL
1393,1980.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1394,1980.0,6.0,81.0,Chicago Cubs,Wrigley Field,CHC
1395,1980.0,3.0,82.0,Cincinnati Reds,Riverfront Stadium,CIN
1396,1980.0,6.0,79.0,Cleveland Indians,Cleveland Stadium,CLE
1397,1980.0,4.0,82.0,Detroit Tigers,Tiger Stadium,DET
1398,1980.0,1.0,81.0,Houston Astros,Astrodome,HOU
1399,1980.0,1.0,81.0,Kansas City Royals,Royals Stadium,KCR
1400,1980.0,2.0,82.0,Los Angeles Dodgers,Dodger Stadium,LAD
1401,1980.0,3.0,80.0,Minnesota Twins,Metropolitan Stadium,MIN
1402,1980.0,3.0,82.0,Milwaukee Brewers,County Stadium,MIL
1403,1980.0,2.0,80.0,Montreal Expos,Stade Olympique,MON
1404,1980.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
1405,1980.0,5.0,82.0,New York Mets,Shea Stadium,NYM
1406,1980.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1407,1980.0,1.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1408,1980.0,3.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1409,1980.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1410,1980.0,7.0,81.0,Seattle Mariners,Kingdome,SEA
1411,1980.0,5.0,81.0,San Francisco Giants,Candlestick Park,SFG
1412,1980.0,4.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1413,1980.0,4.0,80.0,Texas Rangers,Arlington Stadium,TEX
