id,Year,Rank,Home Games,Team Name,Baseball Field,Team ID
1778,1994.0,3.0,44.0,Seattle Mariners,Kingdome,SEA
1779,1994.0,2.0,60.0,San Francisco Giants,Candlestick Park,SFG
1780,1994.0,3.0,56.0,St. Louis Cardinals,Busch Stadium II,STL
1781,1994.0,1.0,63.0,Texas Rangers,The Ballpark at Arlington,TEX
1782,1994.0,3.0,59.0,Toronto Blue Jays,Skydome,TOR
1783,1995.0,1.0,72.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1784,1995.0,3.0,72.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1785,1995.0,1.0,72.0,Boston Red Sox,Fenway Park II,BOS
1786,1995.0,2.0,72.0,California Angels,Anaheim Stadium,CAL
1787,1995.0,3.0,72.0,Chicago White Sox,Comiskey Park II,CHW
1788,1995.0,3.0,72.0,Chicago Cubs,Wrigley Field,CHC
1789,1995.0,1.0,72.0,Cincinnati Reds,Riverfront Stadium,CIN
1790,1995.0,1.0,72.0,Cleveland Indians,Jacobs Field,CLE
1791,1995.0,2.0,72.0,Colorado Rockies,Coors Field,COL
1792,1995.0,4.0,72.0,Detroit Tigers,Tiger Stadium,DET
1793,1995.0,4.0,71.0,Florida Marlins,Joe Robbie Stadium,FLA
1794,1995.0,2.0,72.0,Houston Astros,Astrodome,HOU
1795,1995.0,2.0,72.0,Kansas City Royals,Kauffman Stadium,KCR
1796,1995.0,1.0,72.0,Los Angeles Dodgers,Dodger Stadium,LAD
1797,1995.0,5.0,72.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1798,1995.0,4.0,72.0,Milwaukee Brewers,County Stadium,MIL
1799,1995.0,5.0,72.0,Montreal Expos,Stade Olympique,MON
1800,1995.0,2.0,73.0,New York Yankees,Yankee Stadium II,NYY
1801,1995.0,2.0,72.0,New York Mets,Shea Stadium,NYM
1802,1995.0,4.0,72.0,Oakland Athletics,Oakland Coliseum,OAK
1803,1995.0,2.0,72.0,Philadelphia Phillies,Veterans Stadium,PHI
1804,1995.0,5.0,72.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1805,1995.0,3.0,72.0,San Diego Padres,Jack Murphy Stadium,SDP
1806,1995.0,1.0,73.0,Seattle Mariners,Kingdome,SEA
1807,1995.0,4.0,72.0,San Francisco Giants,Candlestick Park,SFG
1808,1995.0,4.0,72.0,St. Louis Cardinals,Busch Stadium II,STL
1809,1995.0,3.0,72.0,Texas Rangers,The Ballpark at Arlington,TEX
1810,1995.0,5.0,72.0,Toronto Blue Jays,Skydome,TOR
1811,1996.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1812,1996.0,2.0,82.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1813,1996.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1814,1996.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1815,1996.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1816,1996.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1817,1996.0,3.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1818,1996.0,1.0,80.0,Cleveland Indians,Jacobs Field,CLE
1819,1996.0,3.0,81.0,Colorado Rockies,Coors Field,COL
1820,1996.0,5.0,81.0,Detroit Tigers,Tiger Stadium,DET
1821,1996.0,3.0,81.0,Florida Marlins,Joe Robbie Stadium,FLA
1822,1996.0,2.0,81.0,Houston Astros,Astrodome,HOU
1823,1996.0,5.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
1824,1996.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1825,1996.0,4.0,82.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1826,1996.0,3.0,81.0,Milwaukee Brewers,County Stadium,MIL
1827,1996.0,2.0,81.0,Montreal Expos,Stade Olympique,MON
1828,1996.0,1.0,80.0,New York Yankees,Yankee Stadium II,NYY
1829,1996.0,4.0,81.0,New York Mets,Shea Stadium,NYM
1830,1996.0,3.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1831,1996.0,5.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1832,1996.0,5.0,80.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1833,1996.0,1.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1834,1996.0,2.0,81.0,Seattle Mariners,Kingdome,SEA
1835,1996.0,4.0,82.0,San Francisco Giants,Candlestick Park,SFG
1836,1996.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1837,1996.0,1.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
1838,1996.0,4.0,81.0,Toronto Blue Jays,Skydome,TOR
1839,1997.0,2.0,82.0,Anaheim Angels,Edison International Field,ANA
1840,1997.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1841,1997.0,1.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1842,1997.0,4.0,81.0,Boston Red Sox,Fenway Park II,BOS
1843,1997.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1844,1997.0,5.0,81.0,Chicago Cubs,Wrigley Field,CHC
1845,1997.0,3.0,81.0,Cincinnati Reds,Cinergy Field,CIN
1846,1997.0,1.0,81.0,Cleveland Indians,Jacobs Field,CLE
1847,1997.0,3.0,81.0,Colorado Rockies,Coors Field,COL
1848,1997.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1849,1997.0,2.0,81.0,Florida Marlins,Joe Robbie Stadium,FLA
1850,1997.0,1.0,81.0,Houston Astros,Astrodome,HOU
1851,1997.0,5.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
1852,1997.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1853,1997.0,4.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1854,1997.0,3.0,80.0,Milwaukee Brewers,County Stadium,MIL
1855,1997.0,4.0,81.0,Montreal Expos,Stade Olympique,MON
1856,1997.0,2.0,80.0,New York Yankees,Yankee Stadium II,NYY
1857,1997.0,3.0,81.0,New York Mets,Shea Stadium,NYM
1858,1997.0,4.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1859,1997.0,5.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1860,1997.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1861,1997.0,4.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
1862,1997.0,1.0,81.0,Seattle Mariners,Kingdome,SEA
1863,1997.0,1.0,81.0,San Francisco Giants,3Com Park,SFG
1864,1997.0,4.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1865,1997.0,3.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
1866,1997.0,5.0,81.0,Toronto Blue Jays,Skydome,TOR
1867,1998.0,2.0,81.0,Anaheim Angels,Edison International Field,ANA
1868,1998.0,5.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
1869,1998.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1870,1998.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1871,1998.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1872,1998.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1873,1998.0,2.0,82.0,Chicago Cubs,Wrigley Field,CHC
1874,1998.0,4.0,81.0,Cincinnati Reds,Cinergy Field,CIN
1875,1998.0,1.0,81.0,Cleveland Indians,Jacobs Field,CLE
1876,1998.0,4.0,81.0,Colorado Rockies,Coors Field,COL
1877,1998.0,5.0,81.0,Detroit Tigers,Tiger Stadium,DET
1878,1998.0,5.0,81.0,Florida Marlins,Joe Robbie Stadium,FLA
1879,1998.0,1.0,81.0,Houston Astros,Astrodome,HOU
1880,1998.0,3.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
1881,1998.0,3.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1882,1998.0,5.0,81.0,Milwaukee Brewers,County Stadium,MIL
1883,1998.0,4.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1884,1998.0,4.0,81.0,Montreal Expos,Stade Olympique,MON
1885,1998.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
1886,1998.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1887,1998.0,4.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1888,1998.0,3.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1889,1998.0,6.0,80.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1890,1998.0,1.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
1891,1998.0,3.0,81.0,Seattle Mariners,Kingdome,SEA
1892,1998.0,2.0,81.0,San Francisco Giants,3Com Park,SFG
1893,1998.0,3.0,82.0,St. Louis Cardinals,Busch Stadium II,STL
1894,1998.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
1895,1998.0,1.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
1896,1998.0,3.0,81.0,Toronto Blue Jays,Skydome,TOR
1897,1999.0,4.0,81.0,Anaheim Angels,Edison International Field,ANA
1898,1999.0,1.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
1899,1999.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1900,1999.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1901,1999.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1902,1999.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1903,1999.0,6.0,81.0,Chicago Cubs,Wrigley Field,CHC
1904,1999.0,2.0,82.0,Cincinnati Reds,Cinergy Field,CIN
1905,1999.0,1.0,81.0,Cleveland Indians,Jacobs Field,CLE
1906,1999.0,5.0,81.0,Colorado Rockies,Coors Field,COL
1907,1999.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1908,1999.0,5.0,80.0,Florida Marlins,Pro Player Stadium,FLA
1909,1999.0,1.0,82.0,Houston Astros,Astrodome,HOU
1910,1999.0,4.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
1911,1999.0,3.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1912,1999.0,5.0,80.0,Milwaukee Brewers,County Stadium,MIL
1913,1999.0,5.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1914,1999.0,4.0,81.0,Montreal Expos,Stade Olympique,MON
1915,1999.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
1916,1999.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1917,1999.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1918,1999.0,3.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1919,1999.0,3.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1920,1999.0,4.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
1921,1999.0,3.0,81.0,Seattle Mariners,Kingdome / Safeco Field,SEA
1922,1999.0,2.0,81.0,San Francisco Giants,3Com Park,SFG
1923,1999.0,4.0,80.0,St. Louis Cardinals,Busch Stadium II,STL
1924,1999.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
1925,1999.0,1.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
1926,1999.0,3.0,81.0,Toronto Blue Jays,Skydome,TOR
1927,2000.0,3.0,81.0,Anaheim Angels,Edison International Field,ANA
1928,2000.0,3.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
1929,2000.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1930,2000.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1931,2000.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1932,2000.0,1.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1933,2000.0,6.0,81.0,Chicago Cubs,Wrigley Field,CHC
1934,2000.0,2.0,82.0,Cincinnati Reds,Cinergy Field,CIN
1935,2000.0,2.0,81.0,Cleveland Indians,Jacobs Field,CLE
1936,2000.0,4.0,81.0,Colorado Rockies,Coors Field,COL
1937,2000.0,3.0,81.0,Detroit Tigers,Comerica Park,DET
1938,2000.0,3.0,81.0,Florida Marlins,Pro Player Stadium,FLA
1939,2000.0,4.0,81.0,Houston Astros,Enron Field,HOU
1940,2000.0,4.0,81.0,Kansas City Royals,Kauffman Stadium,KCR
1941,2000.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1942,2000.0,3.0,81.0,Milwaukee Brewers,County Stadium,MIL
1943,2000.0,5.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1944,2000.0,4.0,81.0,Montreal Expos,Stade Olympique,MON
1945,2000.0,1.0,80.0,New York Yankees,Yankee Stadium II,NYY
1946,2000.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1947,2000.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1948,2000.0,5.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1949,2000.0,5.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1950,2000.0,5.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
1951,2000.0,2.0,81.0,Seattle Mariners,Safeco Field,SEA
1952,2000.0,1.0,81.0,San Francisco Giants,PacBell Park,SFG
1953,2000.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1954,2000.0,5.0,80.0,Tampa Bay Devil Rays,Tropicana Field,TBD
1955,2000.0,4.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
1956,2000.0,3.0,81.0,Toronto Blue Jays,Skydome,TOR
1957,2001.0,3.0,81.0,Anaheim Angels,Edison International Field,ANA
1958,2001.0,1.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
1959,2001.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1960,2001.0,4.0,80.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1961,2001.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1962,2001.0,3.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1963,2001.0,3.0,81.0,Chicago Cubs,Wrigley Field,CHC
1964,2001.0,5.0,81.0,Cincinnati Reds,Cinergy Field,CIN
1965,2001.0,1.0,80.0,Cleveland Indians,Jacobs Field,CLE
1966,2001.0,5.0,81.0,Colorado Rockies,Coors Field,COL
1967,2001.0,4.0,81.0,Detroit Tigers,Comerica Park,DET
1968,2001.0,4.0,80.0,Florida Marlins,Pro Player Stadium,FLA
1969,2001.0,1.0,81.0,Houston Astros,Enron Field,HOU
1970,2001.0,5.0,81.0,Kansas City Royals,Kauffman Stadium,KCR
1971,2001.0,3.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1972,2001.0,4.0,81.0,Milwaukee Brewers,Miller Park,MIL
1973,2001.0,2.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1974,2001.0,5.0,81.0,Montreal Expos,Stade Olympique,MON
1975,2001.0,1.0,80.0,New York Yankees,Yankee Stadium II,NYY
1976,2001.0,3.0,81.0,New York Mets,Shea Stadium,NYM
1977,2001.0,2.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1978,2001.0,2.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1979,2001.0,6.0,81.0,Pittsburgh Pirates,PNC Park,PIT
1980,2001.0,4.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
1981,2001.0,1.0,81.0,Seattle Mariners,Safeco Field,SEA
1982,2001.0,2.0,81.0,San Francisco Giants,PacBell Park,SFG
1983,2001.0,2.0,82.0,St. Louis Cardinals,Busch Stadium II,STL
1984,2001.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
1985,2001.0,4.0,82.0,Texas Rangers,The Ballpark at Arlington,TEX
1986,2001.0,3.0,82.0,Toronto Blue Jays,Skydome,TOR
1987,2002.0,2.0,81.0,Anaheim Angels,Edison International Field,ANA
1988,2002.0,1.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
1989,2002.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
1990,2002.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1991,2002.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1992,2002.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1993,2002.0,5.0,78.0,Chicago Cubs,Wrigley Field,CHC
1994,2002.0,3.0,80.0,Cincinnati Reds,Cinergy Field,CIN
1995,2002.0,3.0,81.0,Cleveland Indians,Jacobs Field,CLE
1996,2002.0,4.0,81.0,Colorado Rockies,Coors Field,COL
1997,2002.0,5.0,80.0,Detroit Tigers,Comerica Park,DET
1998,2002.0,4.0,81.0,Florida Marlins,Pro Player Stadium,FLA
1999,2002.0,2.0,81.0,Houston Astros,Minute Maid Park,HOU
2000,2002.0,4.0,77.0,Kansas City Royals,Kauffman Stadium,KCR
2001,2002.0,3.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
2002,2002.0,6.0,81.0,Milwaukee Brewers,Miller Park,MIL
2003,2002.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2004,2002.0,2.0,81.0,Montreal Expos,Stade Olympique,MON
2005,2002.0,1.0,80.0,New York Yankees,Yankee Stadium II,NYY
2006,2002.0,5.0,78.0,New York Mets,Shea Stadium,NYM
2007,2002.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
2008,2002.0,3.0,79.0,Philadelphia Phillies,Veterans Stadium,PHI
2009,2002.0,4.0,79.0,Pittsburgh Pirates,PNC Park,PIT
2010,2002.0,5.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
2011,2002.0,3.0,81.0,Seattle Mariners,Safeco Field,SEA
2012,2002.0,2.0,81.0,San Francisco Giants,PacBell Park,SFG
2013,2002.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
2014,2002.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
2015,2002.0,4.0,80.0,Texas Rangers,The Ballpark at Arlington,TEX
2016,2002.0,3.0,81.0,Toronto Blue Jays,Skydome,TOR
2017,2003.0,3.0,82.0,Anaheim Angels,Edison International Field,ANA
2018,2003.0,3.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
2019,2003.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
2020,2003.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2021,2003.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
2022,2003.0,2.0,81.0,Chicago White Sox,U.S. Cellular Field,CHW
2023,2003.0,1.0,81.0,Chicago Cubs,Wrigley Field,CHC
2024,2003.0,5.0,81.0,Cincinnati Reds,Great American Ball Park,CIN
2025,2003.0,4.0,81.0,Cleveland Indians,Jacobs Field,CLE
2026,2003.0,4.0,81.0,Colorado Rockies,Coors Field,COL
2027,2003.0,5.0,81.0,Detroit Tigers,Comerica Park,DET
2028,2003.0,2.0,81.0,Florida Marlins,Pro Player Stadium,FLA
2029,2003.0,2.0,81.0,Houston Astros,Minute Maid Park,HOU
2030,2003.0,3.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
2031,2003.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
2032,2003.0,6.0,81.0,Milwaukee Brewers,Miller Park,MIL
2033,2003.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2034,2003.0,4.0,81.0,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,MON
2035,2003.0,1.0,82.0,New York Yankees,Yankee Stadium II,NYY
2036,2003.0,5.0,80.0,New York Mets,Shea Stadium,NYM
2037,2003.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
2038,2003.0,3.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
2039,2003.0,4.0,81.0,Pittsburgh Pirates,PNC Park,PIT
2040,2003.0,5.0,81.0,San Diego Padres,Qualcomm Stadium,SDP
2041,2003.0,2.0,81.0,Seattle Mariners,Safeco Field,SEA
2042,2003.0,1.0,81.0,San Francisco Giants,PacBell Park,SFG
2043,2003.0,3.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
2044,2003.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
2045,2003.0,4.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
2046,2003.0,3.0,81.0,Toronto Blue Jays,Skydome,TOR
2047,2004.0,1.0,81.0,Anaheim Angels,Angels Stadium of Anaheim,ANA
2048,2004.0,5.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
2049,2004.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
2050,2004.0,3.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2051,2004.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
2052,2004.0,2.0,81.0,Chicago White Sox,U.S. Cellular Field,CHW
2053,2004.0,3.0,82.0,Chicago Cubs,Wrigley Field,CHC
2054,2004.0,4.0,81.0,Cincinnati Reds,Great American Ball Park,CIN
2055,2004.0,3.0,81.0,Cleveland Indians,Jacobs Field,CLE
2056,2004.0,4.0,81.0,Colorado Rockies,Coors Field,COL
2057,2004.0,4.0,81.0,Detroit Tigers,Comerica Park,DET
2058,2004.0,3.0,80.0,Florida Marlins,Pro Player Stadium,FLA
2059,2004.0,2.0,81.0,Houston Astros,Minute Maid Park,HOU
2060,2004.0,5.0,80.0,Kansas City Royals,Kauffman Stadium,KCR
2061,2004.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
2062,2004.0,6.0,81.0,Milwaukee Brewers,Miller Park,MIL
2063,2004.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2064,2004.0,5.0,80.0,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,MON
2065,2004.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
2066,2004.0,4.0,81.0,New York Mets,Shea Stadium,NYM
2067,2004.0,2.0,81.0,Oakland Athletics,Network Associates Coliseum,OAK
2068,2004.0,2.0,81.0,Philadelphia Phillies,Citizens Bank Park,PHI
2069,2004.0,5.0,80.0,Pittsburgh Pirates,PNC Park,PIT
2070,2004.0,3.0,81.0,San Diego Padres,Petco Park,SDP
2071,2004.0,4.0,82.0,Seattle Mariners,Safeco Field,SEA
2072,2004.0,2.0,82.0,San Francisco Giants,SBC Park,SFG
2073,2004.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
2074,2004.0,4.0,80.0,Tampa Bay Devil Rays,Tropicana Field,TBD
2075,2004.0,3.0,81.0,Texas Rangers,The Ballpark at Arlington,TEX
2076,2004.0,5.0,81.0,Toronto Blue Jays,Skydome,TOR
2077,2005.0,2.0,81.0,Arizona Diamondbacks,Bank One Ballpark,ARI
2078,2005.0,1.0,81.0,Atlanta Braves,Turner Field,ATL
2079,2005.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2080,2005.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
2081,2005.0,1.0,81.0,Chicago White Sox,U.S. Cellular Field,CHW
2082,2005.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
2083,2005.0,5.0,82.0,Cincinnati Reds,Great American Ball Park,CIN
2084,2005.0,2.0,81.0,Cleveland Indians,Jacobs Field,CLE
2085,2005.0,5.0,81.0,Colorado Rockies,Coors Field,COL
2086,2005.0,4.0,81.0,Detroit Tigers,Comerica Park,DET
2087,2005.0,3.0,81.0,Florida Marlins,Dolphin Stadium,FLA
2088,2005.0,2.0,81.0,Houston Astros,Minute Maid Park,HOU
2089,2005.0,5.0,81.0,Kansas City Royals,Kauffman Stadium,KCR
2090,2005.0,1.0,81.0,Los Angeles Angels of Anaheim,Angel Stadium,LAA
2091,2005.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
2092,2005.0,3.0,81.0,Milwaukee Brewers,Miller Park,MIL
2093,2005.0,3.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2094,2005.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
2095,2005.0,3.0,81.0,New York Mets,Shea Stadium,NYM
2096,2005.0,2.0,81.0,Oakland Athletics,McAfee Coliseum,OAK
2097,2005.0,2.0,81.0,Philadelphia Phillies,Citizens Bank Park,PHI
2098,2005.0,6.0,81.0,Pittsburgh Pirates,PNC Park,PIT
2099,2005.0,1.0,81.0,San Diego Padres,Petco Park,SDP
2100,2005.0,4.0,81.0,Seattle Mariners,Safeco Field,SEA
2101,2005.0,3.0,81.0,San Francisco Giants,SBC Park,SFG
2102,2005.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
2103,2005.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
2104,2005.0,3.0,81.0,Texas Rangers,Ameriquest Field,TEX
2105,2005.0,3.0,81.0,Toronto Blue Jays,Rogers Centre,TOR
2106,2005.0,5.0,81.0,Washington Nationals,R.F.K. Stadium,WSN
2107,2006.0,4.0,81.0,Arizona Diamondbacks,Chase Field,ARI
2108,2006.0,3.0,81.0,Atlanta Braves,Turner Field,ATL
2109,2006.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2110,2006.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
2111,2006.0,3.0,81.0,Chicago White Sox,U.S. Cellular Field,CHW
2112,2006.0,6.0,81.0,Chicago Cubs,Wrigley Field,CHC
2113,2006.0,3.0,82.0,Cincinnati Reds,Great American Ball Park,CIN
2114,2006.0,4.0,81.0,Cleveland Indians,Jacobs Field,CLE
2115,2006.0,4.0,81.0,Colorado Rockies,Coors Field,COL
2116,2006.0,2.0,81.0,Detroit Tigers,Comerica Park,DET
2117,2006.0,4.0,81.0,Florida Marlins,Dolphin Stadium,FLA
2118,2006.0,2.0,81.0,Houston Astros,Minute Maid Park,HOU
2119,2006.0,5.0,81.0,Kansas City Royals,Kauffman Stadium,KCR
2120,2006.0,2.0,81.0,Los Angeles Angels of Anaheim,Angel Stadium,LAA
2121,2006.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
2122,2006.0,4.0,81.0,Milwaukee Brewers,Miller Park,MIL
2123,2006.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2124,2006.0,1.0,81.0,New York Yankees,Yankee Stadium II,NYY
2125,2006.0,1.0,81.0,New York Mets,Shea Stadium,NYM
2126,2006.0,1.0,81.0,Oakland Athletics,McAfee Coliseum,OAK
2127,2006.0,2.0,81.0,Philadelphia Phillies,Citizens Bank Park,PHI
2128,2006.0,5.0,81.0,Pittsburgh Pirates,PNC Park,PIT
2129,2006.0,1.0,81.0,San Diego Padres,Petco Park,SDP
2130,2006.0,4.0,81.0,Seattle Mariners,Safeco Field,SEA
2131,2006.0,3.0,81.0,San Francisco Giants,AT&T Park,SFG
2132,2006.0,1.0,80.0,St. Louis Cardinals,Busch Stadium III,STL
2133,2006.0,5.0,81.0,Tampa Bay Devil Rays,Tropicana Field,TBD
2134,2006.0,3.0,81.0,Texas Rangers,Ameriquest Field,TEX
2135,2006.0,2.0,81.0,Toronto Blue Jays,Rogers Centre,TOR
2136,2006.0,5.0,81.0,Washington Nationals,R.F.K. Stadium,WSN
2137,2007.0,1.0,81.0,Arizona Diamondbacks,Chase Field,ARI
2138,2007.0,3.0,81.0,Atlanta Braves,Turner Field,ATL
2139,2007.0,4.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2140,2007.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
2141,2007.0,4.0,81.0,Chicago White Sox,U.S. Cellular Field,CHW
2142,2007.0,1.0,81.0,Chicago Cubs,Wrigley Field,CHC
