id,Provider,Location,Latitude,Longitude,Access Location,Borough,Neighborhood,Postal Code
615,City Tech,300 Jay Street,40.7,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
616,City Tech,300 Jay Street,40.7,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
617,NYCHA,177 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
618,NYCHA,177 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
619,NYCHA,177 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
620,NYCHA,177 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
621,NYCHA,177 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
622,NYCHA,31 Fleet Walk,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
623,NYCHA,62 Fleet Walk,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
624,NYCHA,95 Navy Walk,40.7,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
625,NYCHA,5 Fleet Walk,40.7,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
626,NYCHA,9 Monument Walk,40.7,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
627,NYCHA,50 Monument Walk,40.7,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
628,SPECTRUM,Park Perimeter,40.67,-74.01,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
629,SPECTRUM,Park Perimeter,40.67,-74.01,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
630,SPECTRUM,Park Perimeter,40.67,-74.0,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
631,SPECTRUM,Park Perimeter,40.67,-74.01,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
632,SPECTRUM,Park Perimeter,40.67,-74.0,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
633,SPECTRUM,Park Perimeter,40.67,-74.0,Outdoor TWC Aerial,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
634,SPECTRUM,Lobby,40.67,-74.0,Indoor,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
635,SPECTRUM,Game Room,40.67,-74.0,Indoor,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
636,SPECTRUM,Basketball Court,40.67,-74.0,Indoor,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
637,SPECTRUM,Weight Room,40.67,-74.0,Indoor,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
638,SPECTRUM,Computer Room,40.67,-74.0,Indoor,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
639,SPECTRUM,W 66th Street,40.77,-73.98,Outdoor,Manhattan,Lincoln Square,10023.0
640,SPECTRUM,Beach 73 - Comfort Station and Beach,40.59,-73.8,Outdoor,Queens,Hammels-Arverne-Edgemere,11692.0
641,SPECTRUM,Beach 73 - Comfort Station and Beach,40.59,-73.8,Outdoor,Queens,Hammels-Arverne-Edgemere,11692.0
642,SPECTRUM,Beach 86 - NW Concession Area,40.58,-73.81,Outdoor,Queens,Hammels-Arverne-Edgemere,11693.0
643,SPECTRUM,Beach 86 - SW Concession Area and Beach,40.58,-73.81,Outdoor,Queens,Hammels-Arverne-Edgemere,11693.0
644,SPECTRUM,Beach 86 - SE Concession Shade Structure and Beach,40.58,-73.81,Outdoor,Queens,Hammels-Arverne-Edgemere,11693.0
645,SPECTRUM,Beach 86- SE Concession Shade Structure and Picnic Area,40.58,-73.81,Outdoor,Queens,Hammels-Arverne-Edgemere,11693.0
646,SPECTRUM,Beach 97 - NW Rear of Concession,40.58,-73.82,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11693.0
647,SPECTRUM,Beach 97 - SW Concession and Beach,40.58,-73.82,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11693.0
648,SPECTRUM,Beach 97 - SW Concession and Beach,40.58,-73.82,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11693.0
649,SPECTRUM,Beach 97 - SE Concessiont and Beach,40.58,-73.82,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11693.0
650,SPECTRUM,Beach 97 - Comfort Station and Beach,40.58,-73.82,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11693.0
651,SPECTRUM,Beach 108 -NW Rear of Caracus Bar,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
652,SPECTRUM,Beach 108 -SW Caracus Bar and Beach,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
653,SPECTRUM,Beach 108 -SE Caracus Bar and Beach,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
654,SPECTRUM,Beach 108 -NE Caracus Bar and Beach,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
655,SPECTRUM,Beach 108 - Comfort Station and Beach,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
656,Transit Wireless,"Bergen St (2,3)",40.68,-73.98,Subway Station,Brooklyn,Park Slope-Gowanus,11217.0
657,Transit Wireless,"14 St-Union Square (L,N,Q,R,4,5,6)",40.73,-73.99,Subway Station,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,10003.0
658,LinkNYC - Citybridge,899 4th Ave,40.66,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
659,LinkNYC - Citybridge,941 4th Ave,40.65,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
660,LinkNYC - Citybridge,825 4th Ave,40.66,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
661,LinkNYC - Citybridge,691 4th Ave,40.66,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
662,LinkNYC - Citybridge,615 4th Ave,40.66,-73.99,Outdoor Kiosk,Brooklyn,Park Slope-Gowanus,11215.0
663,LinkNYC - Citybridge,799 4th Ave,40.66,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
664,LinkNYC - Citybridge,875 4th Ave,40.66,-74.0,Outdoor Kiosk,Brooklyn,Sunset Park West,11232.0
665,LinkNYC - Citybridge,529 EASTERN PARKWAY,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
666,LinkNYC - Citybridge,777 NOSTRAND AVENUE,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
667,LinkNYC - Citybridge,791 NOSTRAND AVENUE,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
668,LinkNYC - Citybridge,628 NOSTRAND AVENUE,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
669,LinkNYC - Citybridge,794 PROSPECT PLACE,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
670,LinkNYC - Citybridge,695 NOSTRAND AVENUE,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
671,LinkNYC - Citybridge,590 NOSTRAND AVENUE,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
672,LinkNYC - Citybridge,632 NOSTRAND AVENUE,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
673,LinkNYC - Citybridge,656 NOSTRAND AVENUE,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
674,LinkNYC - Citybridge,575 Nostrand Avenue,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
675,LinkNYC - Citybridge,737 Nostrand,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
676,LinkNYC - Citybridge,550 Vanderbilt Ave,40.68,-73.97,Outdoor Kiosk,Brooklyn,Prospect Heights,11238.0
677,LinkNYC - Citybridge,340 EMPIRE BOULEVARD,40.66,-73.95,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11225.0
678,LinkNYC - Citybridge,535 FLATBUSH AVE,40.66,-73.96,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11225.0
679,LinkNYC - Citybridge,806 FRANKLIN AVE,40.67,-73.96,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
680,LinkNYC - Citybridge,837 FRANKLIN AVE,40.67,-73.96,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
681,LinkNYC - Citybridge,856 FRANKLIN AVE,40.67,-73.96,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
682,LinkNYC - Citybridge,926 NOSTRAND AVENUE,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
683,LinkNYC - Citybridge,1106 NOSTRAND AVENUE,40.66,-73.95,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11225.0
684,LinkNYC - Citybridge,1208 NOSTRAND AVENUE,40.66,-73.95,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11225.0
685,LinkNYC - Citybridge,900 Nostrand Ave,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
686,LinkNYC - Citybridge,991 NOSTRAND AVENUE,40.66,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
687,LinkNYC - Citybridge,897 Franklin ave,40.67,-73.96,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
688,LinkNYC - Citybridge,803 Nostrand Avenue,40.67,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights South,11225.0
689,LinkNYC - Citybridge,1053 Nostrand Ave,40.66,-73.95,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11225.0
690,LinkNYC - Citybridge,741 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11226.0
691,LinkNYC - Citybridge,827 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11226.0
692,LinkNYC - Citybridge,1088 Flatbush Ave,40.64,-73.96,Outdoor Kiosk,Brooklyn,Flatbush,11226.0
693,LinkNYC - Citybridge,1052 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Flatbush,11226.0
694,LinkNYC - Citybridge,895 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Erasmus,11226.0
695,LinkNYC - Citybridge,1016 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Flatbush,11226.0
696,LinkNYC - Citybridge,927 Flatbush Ave,40.65,-73.96,Outdoor Kiosk,Brooklyn,Erasmus,11226.0
697,LinkNYC - Citybridge,2057 FULTON STREET,40.68,-73.91,Outdoor Kiosk,Brooklyn,Ocean Hill,11233.0
698,LinkNYC - Citybridge,2069 FULTON STREET,40.68,-73.91,Outdoor Kiosk,Brooklyn,Ocean Hill,11233.0
699,LinkNYC - Citybridge,2214 Fulton St,40.68,-73.91,Outdoor Kiosk,Brooklyn,Ocean Hill,11233.0
700,LinkNYC - Citybridge,3301 CHURCH AVE,40.65,-73.95,Outdoor Kiosk,Brooklyn,Erasmus,11203.0
701,LinkNYC - Citybridge,1380 NOSTRAND AVENUE,40.65,-73.95,Outdoor Kiosk,Brooklyn,Prospect Lefferts Gardens-Wingate,11226.0
702,LinkNYC - Citybridge,2939 3 AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
703,LinkNYC - Citybridge,522 MORRIS AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10451.0
704,LinkNYC - Citybridge,2922 3 AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
705,LinkNYC - Citybridge,2914 3 AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
706,LinkNYC - Citybridge,2901 3 AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
707,LinkNYC - Citybridge,2882 3 AVENUE,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
708,LinkNYC - Citybridge,134 East 149st,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
709,LinkNYC - Citybridge,2976A 3 AVENUE,40.82,-73.91,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
710,LinkNYC - Citybridge,2969 3 AVENUE,40.82,-73.91,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
711,LinkNYC - Citybridge,3012 3 AVENUE,40.82,-73.91,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
712,LinkNYC - Citybridge,2991 3 AVENUE,40.82,-73.91,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10455.0
713,LinkNYC - Citybridge,349 EAST 149 STREET,40.82,-73.92,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10451.0
714,LinkNYC - Citybridge,3097 3 AVENUE,40.82,-73.91,Outdoor Kiosk,Bronx,Melrose South-Mott Haven North,10451.0
715,LinkNYC - Citybridge,518 GERARD AVE,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
716,LinkNYC - Citybridge,135 East 146th Street,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
717,LinkNYC - Citybridge,140 East 144th Street,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
718,LinkNYC - Citybridge,250 Walton Avenue,40.81,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
719,LinkNYC - Citybridge,301 Walton Avenue,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
720,LinkNYC - Citybridge,261 Walton Avenue,40.81,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
721,LinkNYC - Citybridge,145 Lincoln Avenue,40.81,-73.93,Outdoor Kiosk,Bronx,Mott Haven-Port Morris,10454.0
722,LinkNYC - Citybridge,217 East 138th Street,40.81,-73.93,Outdoor Kiosk,Bronx,Mott Haven-Port Morris,10451.0
723,LinkNYC - Citybridge,895 Walton Avenue,40.83,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
724,LinkNYC - Citybridge,875 GERARD AVENUE,40.83,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
725,LinkNYC - Citybridge,105 East 165 Street,40.83,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
726,LinkNYC - Citybridge,1391 JEROME AVENUE,40.84,-73.92,Outdoor Kiosk,Bronx,Highbridge,10452.0
727,LinkNYC - Citybridge,135 East 149st,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
728,LinkNYC - Citybridge,96 East 170 street,40.84,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
729,LinkNYC - Citybridge,72 EAST 161 STREET,40.83,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
730,LinkNYC - Citybridge,52 EAST 161 STREET,40.83,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
731,LinkNYC - Citybridge,597 GRAND CONCOURSE,40.82,-73.93,Outdoor Kiosk,Bronx,West Concourse,10451.0
732,LinkNYC - Citybridge,1049 GERARD AVENUE,40.83,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
733,LinkNYC - Citybridge,1605 Walton Ave,40.84,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10452.0
734,LinkNYC - Citybridge,84 E 167th St,40.84,-73.92,Outdoor Kiosk,Bronx,West Concourse,10452.0
735,LinkNYC - Citybridge,126 East 183 street,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10453.0
736,LinkNYC - Citybridge,8 WEST BURNSIDE AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
737,LinkNYC - Citybridge,305 EAST BURNSIDE AVENUE,40.85,-73.9,Outdoor Kiosk,Bronx,Mount Hope,10457.0
738,LinkNYC - Citybridge,111 East Burnside Ave,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
739,LinkNYC - Citybridge,70 WEST BURNSIDE AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
740,LinkNYC - Citybridge,2461 Webster Ave,40.86,-73.89,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
741,LinkNYC - Citybridge,1999 UNIVERSITY AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
742,LinkNYC - Citybridge,2454 CRESTON AVENUE,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
743,LinkNYC - Citybridge,100 E Fordham Rd,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
744,LinkNYC - Citybridge,2454 Walton Ave,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
745,LinkNYC - Citybridge,2437 Grand Concourse,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
746,LinkNYC - Citybridge,150 E 188St,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
747,LinkNYC - Citybridge,104 East Burnside Ave,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
748,LinkNYC - Citybridge,101 East Burnside Ave,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
749,LinkNYC - Citybridge,1966 JEROME AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
750,LinkNYC - Citybridge,2374 Jerome Ave,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10468.0
751,LinkNYC - Citybridge,48 WEST BURNSIDE AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
752,LinkNYC - Citybridge,1 WEST BURNSIDE AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
753,LinkNYC - Citybridge,2366-2370 Grand Concourse,40.86,-73.9,Outdoor Kiosk,Bronx,Fordham South,10458.0
754,LinkNYC - Citybridge,1876 JEROME AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
755,LinkNYC - Citybridge,2463 VALENTINE AVENUE,40.86,-73.9,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
756,LinkNYC - Citybridge,375 EAST 188 STREET,40.86,-73.89,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
757,LinkNYC - Citybridge,23 WEST BURNSIDE AVE,40.85,-73.91,Outdoor Kiosk,Bronx,University Heights-Morris Heights,10453.0
758,LinkNYC - Citybridge,1846 JEROME AVENUE,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
759,LinkNYC - Citybridge,1831 WEBSTER AVENUE,40.85,-73.9,Outdoor Kiosk,Bronx,Mount Hope,10457.0
760,LinkNYC - Citybridge,69 E 176th St,40.85,-73.91,Outdoor Kiosk,Bronx,Mount Hope,10453.0
761,LinkNYC - Citybridge,1848 WEBSTER AVENUE,40.85,-73.9,Outdoor Kiosk,Bronx,Mount Hope,10457.0
762,LinkNYC - Citybridge,400 EAST TREMONT AVENUE,40.85,-73.9,Outdoor Kiosk,Bronx,Mount Hope,10457.0
763,LinkNYC - Citybridge,1948 WEBSTER AVENUE,40.85,-73.9,Outdoor Kiosk,Bronx,Mount Hope,10457.0
764,LinkNYC - Citybridge,2408 University Ave,40.86,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
765,LinkNYC - Citybridge,48 W Fordham Rd,40.86,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
766,LinkNYC - Citybridge,2 EAST KINGSBRIDGE ROAD,40.87,-73.9,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10468.0
767,LinkNYC - Citybridge,2663 Jerome Ave,40.87,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
768,LinkNYC - Citybridge,95 W Fordham Rd,40.86,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
769,LinkNYC - Citybridge,385 E Fordham Rd,40.86,-73.89,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
770,LinkNYC - Citybridge,319 EAST KINGSBRIDGE ROAD,40.86,-73.89,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
771,LinkNYC - Citybridge,26 West Kingsbridge Rd,40.87,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
772,LinkNYC - Citybridge,56 West Kingsbridge Road,40.87,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
773,LinkNYC - Citybridge,148 West Fordham Road,40.86,-73.91,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
774,LinkNYC - Citybridge,60 EAST KINGSBRIDGE ROAD,40.87,-73.9,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10468.0
775,LinkNYC - Citybridge,2495 Jerome Ave,40.86,-73.9,Outdoor Kiosk,Bronx,Kingsbridge Heights,10468.0
776,LinkNYC - Citybridge,2620 BRIGGS AVENUE,40.86,-73.89,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10458.0
777,LinkNYC - Citybridge,30 EAST KINGSBRIDGE ROAD,40.87,-73.9,Outdoor Kiosk,Bronx,Bedford Park-Fordham North,10468.0
778,LinkNYC - Citybridge,119 W Kingsbridge Rd,40.87,-73.9,Outdoor Kiosk,Bronx,Van Cortlandt Village,10468.0
779,LinkNYC - Citybridge,106 LAFAYETTE STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
780,LinkNYC - Citybridge,45 LAFAYETTE STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
781,LinkNYC - Citybridge,101 LAFAYETTE STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
782,LinkNYC - Citybridge,80 LAFAYETTE STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
783,LinkNYC - Citybridge,125 WORTH STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
784,Harlem,Pole 43 - 121NECLe,40.81,-73.95,Outdoor,Manhattan,Central Harlem South,10027.0
785,LinkNYC - Citybridge,90 LAFAYETTE STREET,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
786,LinkNYC - Citybridge,178 BOWERY,40.72,-73.99,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10012.0
787,LinkNYC - Citybridge,241 CANAL,40.72,-74.0,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
788,LinkNYC - Citybridge,799 BROADWAY,40.73,-73.99,Outdoor Kiosk,Manhattan,West Village,10003.0
789,LinkNYC - Citybridge,220 West 14Th St,40.74,-74.0,Outdoor Kiosk,Manhattan,West Village,10011.0
790,LinkNYC - Citybridge,200 West 14Th St,40.74,-74.0,Outdoor Kiosk,Manhattan,West Village,10011.0
791,LinkNYC - Citybridge,75 8 Avenue,40.74,-74.0,Outdoor Kiosk,Manhattan,West Village,10014.0
792,LinkNYC - Citybridge,18 WEST 14 STREET,40.74,-73.99,Outdoor Kiosk,Manhattan,West Village,10011.0
793,LinkNYC - Citybridge,120 West 14Th St,40.74,-74.0,Outdoor Kiosk,Manhattan,West Village,10011.0
794,LinkNYC - Citybridge,284 HUDSON STREET,40.73,-74.01,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10013.0
795,LinkNYC - Citybridge,1 ST LUKES PLACE,40.73,-74.01,Outdoor Kiosk,Manhattan,West Village,10014.0
796,LinkNYC - Citybridge,98 KING STREET,40.73,-74.01,Outdoor Kiosk,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10014.0
797,LinkNYC - Citybridge,482 HUDSON STREET,40.73,-74.01,Outdoor Kiosk,Manhattan,West Village,10014.0
798,ALTICEUSA,IN PARK PLAYGROUND AREA,40.66,-73.89,Outdoor,Brooklyn,East New York,11207.0
799,ALTICEUSA,PARKING STRUCTURE 3FLR NORTH FACING ON OUTSIDE ( FIRST RADIO IN FROM RIVER ST),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
800,ALTICEUSA,PARKING STRUCTURE 3FLR NORTH FACING ON OUTSIDE  ( SECOND RADIO IN FROM RIVER ST),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
801,ALTICEUSA,PARKING STRUCTURE 3FLR NORTH FACING ON OUTSIDE ( THIRD RADIO IN FROM RIVER ST),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
802,ALTICEUSA,PARKING STRUCTURE 3FLR NORTH FACING ON OUTSIDE  ( FOURTH RADIO IN FROM RIVER ST),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
803,ALTICEUSA,PARKING STRUCTURE 3FLR NORTH FACING ON OUTSIDE  ( FIFTH RADIO IN FROM RIVER ST),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
804,ALTICEUSA,DOT POLE ON RIVER AVE C/O 158 ST ( WEST SIDE OF STREET),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
805,ALTICEUSA,DOT POLE 2 POLES NORTH OF 158 ST ( WEST SIDE OF STREET),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
806,ALTICEUSA,DOT POLE 161 ST I/P/W/O RIVER AVE,40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
807,ALTICEUSA,DOT POLE  ACROSS YANKEE STADIUM ON 161 ST,40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
808,ALTICEUSA,SPEAKER POLE EAST OF TRACK AND FIELD ( NORTH ),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
809,ALTICEUSA,SPEAKER POLE EAST OF TRACK AND FIELD( MIDDLE ),40.83,-73.93,Outdoor,Bronx,West Concourse,10451.0
810,ALTICEUSA,ORIENTAL BL  1/P/W/O GIRARD ST,40.58,-73.95,Outdoor,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11235.0
811,ALTICEUSA,C/O ORIENTAL BL  /IRWIN ST,40.58,-73.94,Outdoor,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11235.0
