id,Provider,Location,Latitude,Longitude,Access Location,Borough,Neighborhood,Postal Code
209,SPECTRUM,BB Court and East Entrance,40.85,-73.94,Outdoor,Manhattan,Washington Heights South,10033.0
210,SPECTRUM,Recreation Rm,40.85,-73.94,Indoor,Manhattan,Washington Heights South,10033.0
211,AT&T,Entire Park,40.79,-73.94,Outdoor,Manhattan,East Harlem North,10029.0
212,AT&T,"Track, Ballfields",40.78,-73.93,Outdoor,Queens,park-cemetery-etc-Queens,11105.0
213,AT&T,Entire Park,40.72,-73.85,Outdoor,Queens,Forest Hills,11375.0
214,AT&T,Area near Ballfields,40.62,-74.11,Outdoor,Staten Island,Westerleigh,10301.0
215,SPECTRUM,Gym and Multipurpose Rm,40.85,-73.94,Indoor,Manhattan,Washington Heights South,10033.0
216,SPECTRUM,Computer Resource Rm,40.85,-73.94,Indoor,Manhattan,Washington Heights South,10033.0
217,SPECTRUM,Park and stadium area,40.82,-73.94,Outdoor,Manhattan,Hamilton Heights,10039.0
218,SPECTRUM,Library,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
219,SPECTRUM,Dugout,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
220,SPECTRUM,Computer Lab,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
221,AT&T,Restaurant area,40.59,-74.07,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
222,AT&T,Entire Park,40.71,-74.0,Outdoor,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10007.0
223,AT&T,Around the Field House,40.73,-73.98,Outdoor,Manhattan,East Village,10009.0
224,AT&T,Queens Zoo in Flushing Meadows Corona Park,40.74,-73.84,Outdoor,Queens,park-cemetery-etc-Queens,11368.0
225,LinkNYC - Citybridge,19 Seaview Ave,40.59,-74.1,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10304.0
226,LinkNYC - Citybridge,1177 Hylan Blvd,40.6,-74.08,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
227,LinkNYC - Citybridge,2710 Hylan Blvd,40.57,-74.11,Outdoor Kiosk,Staten Island,Oakwood-Oakwood Beach,10306.0
228,LinkNYC - Citybridge,265 NEW DORP LANE,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
229,LinkNYC - Citybridge,2820 Hylan Blvd,40.56,-74.12,Outdoor Kiosk,Staten Island,Oakwood-Oakwood Beach,10306.0
230,LinkNYC - Citybridge,291 NEW DORP LANE,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
231,LinkNYC - Citybridge,2435 HYLAN BOULEVARD,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
232,LinkNYC - Citybridge,2205 HYLAN BOULEVARD,40.58,-74.1,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
233,LinkNYC - Citybridge,1232 Hylan Blvd,40.6,-74.08,Outdoor Kiosk,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,10305.0
234,LinkNYC - Citybridge,2110 Richmond Rd,40.58,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
235,LinkNYC - Citybridge,2381 HYLAN BOULEVARD,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
236,LinkNYC - Citybridge,1220 Hylan Blvd,40.6,-74.08,Outdoor Kiosk,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,10305.0
237,LinkNYC - Citybridge,2083 Hylan Blvd,40.58,-74.1,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
238,LinkNYC - Citybridge,2361 HYLAN BOULEVARD,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
239,LinkNYC - Citybridge,2754 Hylan Blvd,40.56,-74.12,Outdoor Kiosk,Staten Island,Oakwood-Oakwood Beach,10306.0
240,LinkNYC - Citybridge,2066 Hylan Blvd,40.58,-74.1,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10306.0
241,LinkNYC - Citybridge,2115 HYLAN BLVD,40.58,-74.1,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
242,LinkNYC - Citybridge,2455 HYLAN BOULEVARD,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
243,LinkNYC - Citybridge,2271 HYLAN BOULEVARD,40.58,-74.1,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
244,LinkNYC - Citybridge,2100 Richmond Rd,40.58,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
245,LinkNYC - Citybridge,1755 Richmond Rd,40.59,-74.1,Outdoor Kiosk,Staten Island,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,10306.0
246,LinkNYC - Citybridge,1678 Richmond Rd,40.59,-74.1,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10304.0
247,LinkNYC - Citybridge,1570 Richmond Rd,40.59,-74.1,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10304.0
248,LinkNYC - Citybridge,1630 Richmond Rd,40.59,-74.1,Outdoor Kiosk,Staten Island,Old Town-Dongan Hills-South Beach,10304.0
249,LinkNYC - Citybridge,285 Mill Road,40.56,-74.11,Outdoor Kiosk,Staten Island,Oakwood-Oakwood Beach,10306.0
250,SPECTRUM,Admin Office,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
251,SPECTRUM,Maintenance,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
252,SPECTRUM,Juniper Blvd South East,40.72,-73.89,Outdoor TWC Aerial,Queens,Middle Village,11379.0
253,SPECTRUM,Playground,40.72,-73.88,Outdoor,Queens,Middle Village,11379.0
254,SPECTRUM,Comfort Station,40.72,-73.88,Outdoor,Queens,Middle Village,11379.0
255,SPECTRUM,Sitting Area,40.72,-73.88,Outdoor,Queens,Middle Village,11379.0
256,SPECTRUM,Juniper Blvd South West,40.72,-73.89,Outdoor TWC Aerial,Queens,Middle Village,11379.0
257,Downtown Brooklyn,160 Schermerhorn St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
258,Downtown Brooklyn,162 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
259,Downtown Brooklyn,162 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
260,Downtown Brooklyn,196 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
261,Downtown Brooklyn,196 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
262,Downtown Brooklyn,2 Metrotech Center,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
263,Downtown Brooklyn,2 Metrotech Center,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
264,Downtown Brooklyn,20 Lafayette Ave.,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11217.0
265,Downtown Brooklyn,20 Lafayette Ave.,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11217.0
266,Downtown Brooklyn,254 Flatbush Ave. Extension (pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
267,Downtown Brooklyn,255 Duffield St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
268,Downtown Brooklyn,255 Duffield St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
269,Downtown Brooklyn,280 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
270,Downtown Brooklyn,280 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
271,Downtown Brooklyn,286 Flatbush Ave. Extension (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
272,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
273,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
274,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
275,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
276,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
277,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
278,Downtown Brooklyn,333 Adams St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
279,Downtown Brooklyn,333 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
280,Downtown Brooklyn,333 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
281,Downtown Brooklyn,333 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
282,Downtown Brooklyn,333 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
283,Downtown Brooklyn,333 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
284,Downtown Brooklyn,34 Dekalb Ave. (Pole),40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11201.0
285,Downtown Brooklyn,34 Dekalb Ave. (Pole),40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11201.0
286,Downtown Brooklyn,356 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
287,Downtown Brooklyn,356 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
288,Harlem,pole 31: 8avNEC118,40.81,-73.95,Outdoor,Manhattan,Central Harlem South,10026.0
289,Downtown Brooklyn,370 Jay St. (Pole),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
290,Downtown Brooklyn,375 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
291,Downtown Brooklyn,375 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
292,Downtown Brooklyn,375 Jay St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
293,Downtown Brooklyn,409 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
294,Downtown Brooklyn,409 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
295,Downtown Brooklyn,409 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
296,Downtown Brooklyn,409 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
297,Downtown Brooklyn,409 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
298,Downtown Brooklyn,442 Fulton St. (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
299,Downtown Brooklyn,442 Fulton St. (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
300,Downtown Brooklyn,110 Livingston St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
301,Downtown Brooklyn,110 Livingston St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
302,Downtown Brooklyn,125 Court St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
303,Downtown Brooklyn,125 Court St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
304,LinkNYC - Citybridge,161-02 Jamaica Ave,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
305,LinkNYC - Citybridge,160-15 Jamaica Ave,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
306,LinkNYC - Citybridge,90-50 Parsons Boulevard,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
307,LinkNYC - Citybridge,159-02 Jamaica Ave,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
308,Downtown Brooklyn,125 Court St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
309,Downtown Brooklyn,125 Court St.,40.69,-73.99,Outdoor,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
310,Downtown Brooklyn,125 Flatbush Ave. Extension,40.7,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
311,Downtown Brooklyn,160 Livingston St. (Pole #1),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
312,Downtown Brooklyn,160 Livingston St. (Pole #1),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
313,Downtown Brooklyn,160 Livingston St. (Pole #2),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
314,Downtown Brooklyn,160 Livingston St. (Pole #2),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
315,Downtown Brooklyn,160 Schermerhorn St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
316,LinkNYC - Citybridge,166-01 Jamaica Ave,40.71,-73.79,Outdoor Kiosk,Queens,Jamaica,11432.0
317,LinkNYC - Citybridge,168-06 Jamaica Ave,40.71,-73.79,Outdoor Kiosk,Queens,Jamaica,11432.0
318,LinkNYC - Citybridge,153-10 Jamaica Ave,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
319,LinkNYC - Citybridge,159-29 Jamaica Ave,40.7,-73.8,Outdoor Kiosk,Queens,Jamaica,11432.0
320,LinkNYC - Citybridge,404 New Dorp Lane,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
321,LinkNYC - Citybridge,2154 Hylan Blvd,40.58,-74.1,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
322,LinkNYC - Citybridge,381 New Dorp Ln,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
323,LinkNYC - Citybridge,201 New Dorp Ln,40.57,-74.11,Outdoor Kiosk,Staten Island,New Dorp-Midland Beach,10306.0
324,NYPL,150 WEST 100 STREET,40.8,-73.97,Library,Manhattan,Upper West Side,10025.0
325,NYPL,320 CITY ISLAND AVENUE,40.85,-73.79,Library,Bronx,Pelham Bay-Country Club-City Island,10464.0
326,BPL,1580 ROCKAWAY PARKWAY,40.64,-73.9,Library,Brooklyn,Canarsie,11236.0
327,BPL,2636 EAST 14 STREET,40.59,-73.96,Library,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11235.0
328,NYPL,4355 KATONAH AVENUE,40.9,-73.87,Library,Bronx,Woodlawn-Wakefield,10470.0
329,BPL,7 WOLCOTT STREET,40.68,-74.01,Library,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
330,BPL,725 ST MARKS AVENUE,40.68,-73.95,Library,Brooklyn,Crown Heights North,11216.0
331,QPL,256-04 UNION TURNPIKE,40.75,-73.71,Library,Queens,Glen Oaks-Floral Park-New Hyde Park,11004.0
332,NYPL,285 EAST 205 STREET,40.87,-73.88,Library,Bronx,Norwood,10467.0
333,QPL,312 BEACH 54 STREET,40.59,-73.78,Library,Queens,Hammels-Arverne-Edgemere,11692.0
334,NYPL,1000 ST NICHOLAS AVENUE,40.83,-73.94,Library,Manhattan,Washington Heights South,10032.0
335,BPL,2808 GERRITSEN AVENUE,40.59,-73.92,Library,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11229.0
336,BPL,107 NORMAN AVENUE,40.73,-73.95,Library,Brooklyn,Greenpoint,11222.0
337,NYPL,2085 HONEYWELL AVENUE,40.84,-73.88,Library,Bronx,East Tremont,10460.0
338,NYPL,321 EAST 140 STREET,40.81,-73.92,Library,Bronx,Mott Haven-Port Morris,10454.0
339,QPL,204-01 HOLLIS AVENUE,40.71,-73.75,Library,Queens,Hollis,11412.0
340,NYPL,1465 YORK AVENUE,40.77,-73.95,Library,Manhattan,Lenox Hill-Roosevelt Island,10075.0
341,QPL,85-41 FOREST PARKWAY,40.69,-73.86,Library,Queens,Woodhaven,11421.0
342,NYPL,127 EAST 58 STREET,40.76,-73.97,Library,Manhattan,Turtle Bay-East Midtown,10022.0
343,NYPL,331 EAST 10 STREET,40.73,-73.98,Library,Manhattan,East Village,10009.0
344,QPL,14-01 ASTORIA BOULEVARD,40.77,-73.93,Library,Queens,Old Astoria,11102.0
345,BPL,8 THOMAS S BOYLAND STREET,40.68,-73.92,Library,Brooklyn,Ocean Hill,11233.0
346,NYPL,2049 ASCH LOOP NORTH,40.87,-73.83,Library,Bronx,Co-op City,10475.0
347,NYPL,7430 AMBOY ROAD,40.51,-74.24,Library,Staten Island,Charleston-Richmond Valley-Tottenville,10307.0
348,NYPL,503 WEST 145 STREET,40.83,-73.95,Library,Manhattan,Hamilton Heights,10031.0
349,NYPL,280 WEST 231 STREET,40.88,-73.91,Library,Bronx,Spuyten Duyvil-Kingsbridge,10463.0
350,QPL,94-11 217 STREET,40.72,-73.74,Library,Queens,Queens Village,11428.0
351,NYPL,203 WEST 115 STREET,40.8,-73.95,Library,Manhattan,Central Harlem South,10026.0
352,NYPL,1985 WESTCHESTER AVENUE,40.83,-73.86,Library,Bronx,Parkchester,10462.0
353,QPL,72-33 VLEIGH PLACE,40.73,-73.82,Library,Queens,Kew Gardens Hills,11367.0
354,NYPL,112 EAST 96 STREET,40.79,-73.95,Library,Manhattan,Upper East Side-Carnegie Hill,10128.0
355,NYPL,742 10 AVENUE,40.76,-73.99,Library,Manhattan,Clinton,10019.0
356,NYPL,132 CANAL STREET,40.63,-74.08,Library,Staten Island,Stapleton-Rosebank,10304.0
357,QPL,249-01 NORTHERN BOULEVARD,40.77,-73.74,Library,Queens,Douglas Manor-Douglaston-Little Neck,11362.0
358,NYPL,455 5 AVENUE,40.75,-73.98,Library,Manhattan,Murray Hill-Kips Bay,10016.0
359,NYPL,75 BENNETT STREET,40.64,-74.13,Library,Staten Island,Port Richmond,10302.0
360,BPL,1197 SUTTER AVENUE,40.67,-73.87,Library,Brooklyn,East New York,11208.0
361,QPL,10-43 41 AVENUE,40.76,-73.94,Library,Queens,Queensbridge-Ravenswood-Long Island City,11101.0
362,BPL,360 IRVING AVENUE,40.7,-73.91,Library,Brooklyn,Bushwick North,11237.0
363,NYPL,21-25 ROBIN ROAD,40.6,-74.06,Library,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,10305.0
364,BPL,2525 CONEY ISLAND AVENUE,40.6,-73.96,Library,Brooklyn,Homecrest,11223.0
365,BPL,6802 FT HAMILTON PARKWAY,40.63,-74.01,Library,Brooklyn,Dyker Heights,11219.0
366,QPL,25-01 JACKSON AVENUE,40.75,-73.94,Library,Queens,Hunters Point-Sunnyside-West Maspeth,11101.0
367,BPL,2035 NOSTRAND AVENUE,40.64,-73.95,Library,Brooklyn,Flatbush,11210.0
368,QPL,121-23 14 AVENUE,40.79,-73.85,Library,Queens,College Point,11356.0
369,QPL,108-19 71 AVENUE,40.72,-73.84,Library,Queens,Forest Hills,11375.0
370,NYPL,5 CENTRAL AVENUE,40.64,-74.08,Library,Staten Island,West New Brighton-New Brighton-St. George,10301.0
371,NYPL,3060 MIDDLETOWN ROAD,40.84,-73.83,Library,Bronx,Schuylerville-Throgs Neck-Edgewater Park,10461.0
372,NYPL,3874 SEDGWICK AVENUE,40.88,-73.89,Library,Bronx,Van Cortlandt Village,10463.0
373,NYPL,910 MORRIS AVENUE,40.83,-73.92,Library,Bronx,East Concourse-Concourse Village,10451.0
374,QPL,155-06 ROOSEVELT AVENUE,40.76,-73.81,Library,Queens,Murray Hill,11354.0
375,BPL,790 BUSHWICK AVENUE,40.69,-73.93,Library,Brooklyn,Bushwick South,11221.0
376,BPL,3650 NOSTRAND AVENUE,40.59,-73.94,Library,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11229.0
377,QPL,144-20 243 STREET,40.66,-73.74,Library,Queens,Rosedale,11422.0
378,BPL,665 NEW LOTS AVENUE,40.67,-73.89,Library,Brooklyn,East New York,11207.0
379,NYPL,610 EAST 169 STREET,40.83,-73.9,Library,Bronx,Morrisania-Melrose,10456.0
380,QPL,98-30 57 AVENUE,40.74,-73.86,Library,Queens,Corona,11368.0
381,BPL,1743 86 STREET,40.61,-74.0,Library,Brooklyn,Bath Beach,11214.0
382,NYPL,660 SOUNDVIEW AVENUE,40.82,-73.86,Library,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,10473.0
383,NYPL,2147 BARNES AVENUE,40.85,-73.86,Library,Bronx,Pelham Parkway,10462.0
384,BPL,1000 UTICA AVENUE,40.65,-73.93,Library,Brooklyn,East Flatbush-Farragut,11203.0
385,QPL,35-51 81 STREET,40.75,-73.89,Library,Queens,Jackson Heights,11372.0
386,NYPL,209 WEST 23 STREET,40.74,-74.0,Library,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,10011.0
387,QPL,91-41 63 DRIVE,40.73,-73.86,Library,Queens,Rego Park,11374.0
388,BPL,8202 13 AVENUE,40.62,-74.01,Library,Brooklyn,Dyker Heights,11228.0
389,BPL,396 CLINTON STREET,40.68,-74.0,Library,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,11231.0
390,QPL,25-55 FRANCIS LEWIS BOULEVARD,40.77,-73.8,Library,Queens,Ft. Totten-Bay Terrace-Clearview,11358.0
391,QPL,100-01 NORTHERN BOULEVARD,40.76,-73.87,Library,Queens,East Elmhurst,11368.0
392,QPL,151-10 14 ROAD,40.79,-73.81,Library,Queens,Whitestone,11357.0
393,BPL,12143 FLATLANDS AVENUE,40.65,-73.89,Library,Brooklyn,East New York,11207.0
394,QPL,85-12 MAIN STREET,40.71,-73.82,Library,Queens,Briarwood-Jamaica Hills,11435.0
395,NYPL,1866 WASHINGTON AVENUE,40.85,-73.9,Library,Bronx,Claremont-Bathgate,10457.0
396,NYPL,135 SECOND AVENUE,40.73,-73.99,Library,Manhattan,East Village,10003.0
397,NYPL,535 WEST 179 STREET,40.85,-73.93,Library,Manhattan,Washington Heights South,10033.0
398,BPL,160 EAST 5 STREET,40.65,-73.98,Library,Brooklyn,Windsor Terrace,11218.0
399,BPL,93 ST EDWARDS STREET,40.69,-73.98,Library,Brooklyn,Fort Greene,11205.0
400,BPL,975 EAST 16 STREET,40.63,-73.96,Library,Brooklyn,Midwood,11230.0
401,NYPL,40 LINCOLN CENTER PLAZA,40.77,-73.98,Library,Manhattan,Lincoln Square,10023.0
402,BPL,203 ARLINGTON AVENUE,40.68,-73.89,Library,Brooklyn,Cypress Hills-City Line,11207.0
403,QPL,220-20 LINDEN BOULEVARD,40.69,-73.74,Library,Queens,Cambria Heights,11411.0
404,BPL,303 AVENUE X,40.59,-73.97,Library,Brooklyn,Gravesend,11223.0
405,QPL,29-42 UNION STREET,40.77,-73.83,Library,Queens,Flushing,11354.0
406,QPL,41-17 MAIN STREET,40.76,-73.83,Library,Queens,Flushing,11355.0
407,QPL,79-50 BELL BOULEVARD,40.73,-73.76,Library,Queens,Oakland Gardens,11364.0
408,NYPL,560 LEXINGTON AVENUE,40.76,-73.97,Library,Manhattan,Turtle Bay-East Midtown,10022.0
409,QPL,158-21 JEWEL AVENUE,40.73,-73.81,Library,Queens,Pomonok-Flushing Heights-Hillcrest,11365.0
410,NYPL,650 WEST 235 STREET,40.89,-73.91,Library,Bronx,North Riverdale-Fieldston-Riverdale,10463.0
411,QPL,134-26 225 STREET,40.68,-73.75,Library,Queens,Laurelton,11413.0
412,BPL,617 DEKALB AVENUE,40.69,-73.95,Library,Brooklyn,Bedford,11216.0
413,QPL,193-20 HORACE HARDING EXPRESSWAY,40.74,-73.78,Library,Queens,Fresh Meadows-Utopia,11365.0
414,BPL,16 BRIGHTON 1 ROAD,40.58,-73.97,Library,Brooklyn,Brighton Beach,11235.0
415,QPL,196-36 NORTHERN BOULEVARD,40.76,-73.78,Library,Queens,Auburndale,11358.0
416,NYPL,1255 EAST 233 STREET,40.89,-73.84,Library,Bronx,Woodlawn-Wakefield,10466.0
417,BPL,7223 RIDGE BOULEVARD,40.63,-74.03,Library,Brooklyn,Bay Ridge,11209.0
418,BPL,280 CADMAN PLAZA WEST,40.7,-73.99,Library,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
419,NYPL,444 AMSTERDAM AVENUE,40.78,-73.98,Library,Manhattan,Upper West Side,10024.0
420,QPL,21-45 31 STREET,40.78,-73.91,Library,Queens,Steinway,11105.0
421,QPL,38-23 104 STREET,40.75,-73.86,Library,Queens,North Corona,11368.0
422,NYPL,2521 GLEBE AVENUE,40.84,-73.85,Library,Bronx,Van Nest-Morris Park-Westchester Square,10461.0
423,NYPL,4790 BROADWAY,40.87,-73.93,Library,Manhattan,Marble Hill-Inwood,10034.0
424,BPL,1265 43 STREET,40.64,-73.99,Library,Brooklyn,Borough Park,11219.0
425,QPL,43-06 GREENPOINT AVENUE,40.74,-73.92,Library,Queens,Hunters Point-Sunnyside-West Maspeth,11104.0
426,QPL,69-70 GRAND AVENUE,40.73,-73.89,Library,Queens,Maspeth,11378.0
427,NYPL,518 WEST 125 STREET,40.81,-73.96,Library,Manhattan,Morningside Heights,10027.0
428,NYPL,127 AMSTERDAM AVENUE,40.77,-73.98,Library,Manhattan,Lincoln Square,10023.0
