id,Address,City,County,Latitude,Longitude,Postal Code,State Code,State
1530,3248 Alpine Ave NW,Walker,Kent,43.02,-85.69,49544.0,MI,Michigan
1531,6925 W 38th St,Indianapolis,Marion,39.82,-86.28,46254.0,IN,Indiana
1532,2673 E Main St,Plainfield,Hendricks,39.72,-86.36,46168.0,IN,Indiana
1533,5120 28th St SE,Grand Rapids,Kent,42.91,-85.54,49512.0,MI,Michigan
1534,5700 Beckley Rd,Battle Creek,Calhoun,42.26,-85.19,49015.0,MI,Michigan
1535,1102 S Thomas Rd,Fort Wayne,Allen,41.08,-85.2,46804.0,IN,Indiana
1536,3801 Coldwater Rd,Fort Wayne,Allen,41.11,-85.14,46805.0,IN,Indiana
1537,6119 Stellhorn Rd,Fort Wayne,Allen,41.12,-85.06,46815.0,IN,Indiana
1538,5609 W Saginaw Hwy,Lansing,Eaton,42.74,-84.63,48917.0,MI,Michigan
1539,1300 E 86th St Ste 35,Indianapolis,Marion,39.91,-86.14,46240.0,IN,Indiana
1540,11750 Commercial Dr,Fishers,Hamilton,39.96,-86.01,46038.0,IN,Indiana
1541,500 E Edgewood Blvd,Lansing,Ingham,42.66,-84.54,48911.0,MI,Michigan
1542,6101 N Keystone Ave,Indianapolis,Marion,39.87,-86.12,46220.0,IN,Indiana
1543,1076 Jackson Xing,Jackson,Jackson,42.27,-84.43,49202.0,MI,Michigan
1544,4890 Marsh Rd,Okemos,Ingham,42.72,-84.41,48864.0,MI,Michigan
1545,3601 N Barr St,Muncie,Delaware,40.22,-85.38,47303.0,IN,Indiana
1546,4097 E Blue Grass Rd,Mount Pleasant,Isabella,43.58,-84.77,48858.0,MI,Michigan
1547,10202 E Washington St,Indianapolis,Marion,39.78,-85.99,46229.0,IN,Indiana
1548,4850 E Southport Rd,Indianapolis,Marion,39.67,-86.09,46237.0,IN,Indiana
1549,895 S State Rd 135,Greenwood,Johnson,39.6,-86.16,46143.0,IN,Indiana
1550,3130 S Airport Rd W,Traverse City,Grand Traverse,44.73,-85.64,49684.0,MI,Michigan
1551,2966 E 3rd St,Bloomington,Monroe,39.16,-86.49,47401.0,IN,Indiana
1552,6820 Eastman Ave,Midland,Midland,43.66,-84.24,48642.0,MI,Michigan
1553,8043 Challis Rd,Brighton,Livingston,42.54,-83.79,48116.0,MI,Michigan
1554,2000 Waters Rd,Ann Arbor,Washtenaw,42.24,-83.77,48103.0,MI,Michigan
1555,10025 E Highland Rd,Howell,Livingston,42.64,-83.76,48843.0,MI,Michigan
1556,3255 Owen Rd,Fenton,Genesee,42.79,-83.74,48430.0,MI,Michigan
1557,3749 Carpenter Rd,Ypsilanti,Washtenaw,42.24,-83.68,48197.0,MI,Michigan
1558,2772 Tittabawassee Rd,Saginaw,Saginaw,43.48,-83.97,48604.0,MI,Michigan
1559,G3515 Miller Rd,Flint,Genesee,42.98,-83.75,48507.0,MI,Michigan
1560,1465 E Mall Dr,Holland,Lucas,41.62,-83.7,43528.0,OH,Ohio
1561,1865 N National Rd,Columbus,Bartholomew,39.22,-85.89,47201.0,IN,Indiana
1562,5225 Monroe St,Toledo,Lucas,41.7,-83.65,43623.0,OH,Ohio
1563,27100 Wixom Rd,Novi,Oakland,42.49,-83.53,48374.0,MI,Michigan
1564,817 W Alexis Rd,Toledo,Lucas,41.72,-83.56,43612.0,OH,Ohio
1565,47330 Michigan Ave,Canton,Wayne,42.27,-83.5,48188.0,MI,Michigan
1566,9666 Olde US 20,Rossford,Wood,41.54,-83.58,43460.0,OH,Ohio
1567,43670 Ford Rd,Canton,Wayne,42.32,-83.47,48187.0,MI,Michigan
1568,495 Haggerty Hwy,Walled Lake,Oakland,42.53,-83.44,48390.0,MI,Michigan
1569,20100 Haggerty Rd,Livonia,Wayne,42.43,-83.43,48152.0,MI,Michigan
1570,1100 Hansel Dr,Florence,Boone,39.02,-84.63,41042.0,KY,Kentucky
1571,6150 Glenway Ave,Cincinnati,Hamilton,39.14,-84.62,45211.0,OH,Ohio
1572,9040 Colerain Ave,Cincinnati,Hamilton,39.24,-84.59,45251.0,OH,Ohio
1573,235 Calhoun St,Cincinnati,Hamilton,39.13,-84.52,45219.0,OH,Ohio
1574,160 Pavilion Pkwy,Newport,Campbell,39.09,-84.48,41071.0,KY,Kentucky
1575,4825A Marburg Ave,Cincinnati,Hamilton,39.16,-84.43,45209.0,OH,Ohio
1576,3369 Princeton Rd,Hamilton,Butler,39.39,-84.5,45011.0,OH,Ohio
1577,900 E Kemper Rd,Springdale,Hamilton,39.29,-84.45,45246.0,OH,Ohio
1578,9099 Plainfield Rd,Blue Ash,Hamilton,39.22,-84.4,45236.0,OH,Ohio
1579,8680 Beechmont Ave,Cincinnati,Hamilton,39.07,-84.31,45255.0,OH,Ohio
1580,7644 Voice of America Center Dr,West Chester,Butler,39.36,-84.36,45069.0,OH,Ohio
1581,100 Rivers Edge,Milford,Clermont,39.16,-84.27,45150.0,OH,Ohio
1582,9841 Waterstone Blvd,Cincinnati,Warren,39.3,-84.3,45249.0,OH,Ohio
1583,400 Corwin Nixon Blvd,South Lebanon,Warren,39.38,-84.22,45065.0,OH,Ohio
1584,2300 Miamisburg Centerville Rd,Dayton,Montgomery,39.63,-84.21,45459.0,OH,Ohio
1585,4341 Feedwire Rd,Dayton,Greene,39.66,-84.1,45440.0,OH,Ohio
1586,5700 Executive Blvd,Huber Heights,Montgomery,39.87,-84.13,45424.0,OH,Ohio
1587,2490 N Fairfield Rd,Beavercreek,Greene,39.76,-84.05,45431.0,OH,Ohio
1588,35401 Warren Rd,Westland,Wayne,42.34,-83.39,48185.0,MI,Michigan
1589,30020 Grand River Ave,Farmington Hills,Oakland,42.45,-83.34,48336.0,MI,Michigan
1590,29451 Plymouth Rd,Livonia,Wayne,42.37,-83.33,48150.0,MI,Michigan
1591,26650 Ford Rd,Dearborn Heights,Wayne,42.33,-83.3,48127.0,MI,Michigan
1592,2400 S Telegraph Rd,Bloomfield Hills,Oakland,42.6,-83.29,48302.0,MI,Michigan
1593,14099 Pardee Rd,Taylor,Wayne,42.2,-83.26,48180.0,MI,Michigan
1594,23555 Allen Rd,Woodhaven,Wayne,42.14,-83.22,48183.0,MI,Michigan
1595,3100 Fairlane Dr,Allen Park,Wayne,42.29,-83.21,48101.0,MI,Michigan
1596,15901 Ford Rd,Dearborn,Wayne,42.33,-83.2,48126.0,MI,Michigan
1597,650 Brown Rd,Auburn Hills,Oakland,42.71,-83.29,48326.0,MI,Michigan
1598,30333 Southfield Rd,Southfield,Oakland,42.51,-83.23,48076.0,MI,Michigan
1599,1301 Coolidge Hwy,Troy,Oakland,42.54,-83.19,48084.0,MI,Michigan
1600,32001 John R Rd,Madison Heights,Oakland,42.53,-83.11,48071.0,MI,Michigan
1601,28800 Dequindre Rd,Warren,Macomb,42.5,-83.08,48092.0,MI,Michigan
1602,2887 S Rochester Rd,Rochester Hills,Oakland,42.64,-83.13,48307.0,MI,Michigan
1603,2310 Metropolitan Pkwy,Sterling Heights,Macomb,42.56,-83.09,48310.0,MI,Michigan
1604,35700 Van Dyke Ave,Sterling Heights,Macomb,42.56,-83.03,48312.0,MI,Michigan
1605,13221 Hall Rd,Shelby Township,Macomb,42.63,-83.0,48315.0,MI,Michigan
1606,8200 26 Mile Rd,Shelby Township,Macomb,42.71,-83.03,48316.0,MI,Michigan
1607,33860 S Gratiot Ave,Clinton Township,Macomb,42.55,-82.9,48035.0,MI,Michigan
1608,20877 Hall Rd,Macomb,Macomb,42.63,-82.91,48044.0,MI,Michigan
1609,4020 Milan Rd,Sandusky,Erie,41.42,-82.67,44870.0,OH,Ohio
1610,10560 Sawmill Pky,Powell,Delaware,40.14,-83.09,43065.0,OH,Ohio
1611,6000 Sawmill Rd,Dublin,Franklin,40.09,-83.09,43017.0,OH,Ohio
1612,4211 Trueman Blvd,Hilliard,Franklin,40.04,-83.12,43026.0,OH,Ohio
1613,51400 Gratiot Ave,Chesterfield,Macomb,42.68,-82.83,48051.0,MI,Michigan
1614,1970 Hilliard Rome Rd,Hilliard,Franklin,39.99,-83.15,43026.0,OH,Ohio
1615,1485 Polaris Pkwy,Columbus,Delaware,40.14,-82.98,43240.0,OH,Ohio
1616,55 Graceland Blvd,Columbus,Franklin,40.07,-83.02,43214.0,OH,Ohio
1617,1717 Olentangy River Rd,Columbus,Franklin,39.99,-83.03,43212.0,OH,Ohio
1618,2205 Walker Lake Rd,Mansfield,Richland,40.79,-82.59,44903.0,OH,Ohio
1619,4199 Morse Xing,Columbus,Franklin,40.06,-82.92,43219.0,OH,Ohio
1620,4144 Buckeye Pkwy,Grove City,Franklin,39.88,-83.04,43123.0,OH,Ohio
1621,3955 E Broad St,Whitehall,Franklin,39.97,-82.9,43213.0,OH,Ohio
1622,8000 Oak Point Rd,Amherst,Lorain,41.41,-82.24,44001.0,OH,Ohio
1623,8100 E Broad St,Reynoldsburg,Franklin,39.99,-82.79,43068.0,OH,Ohio
1624,2437 Taylor Park Dr,Reynoldsburg,Fairfield,39.93,-82.79,43068.0,OH,Ohio
1625,240 Market Dr,Elyria,Lorain,41.39,-82.11,44035.0,OH,Ohio
1626,35830 Detroit Rd,Avon,Lorain,41.46,-82.01,44011.0,OH,Ohio
1627,270 Airport Pkwy,Heath,Licking,40.03,-82.45,43056.0,OH,Ohio
1628,24646 Brookpark Rd,North Olmsted,Cuyahoga,41.42,-81.9,44070.0,OH,Ohio
1629,20900 Westgate Mall,Fairview Park,Cuyahoga,41.46,-81.85,44126.0,OH,Ohio
1630,1015 N Court St,Medina,Medina,41.16,-81.86,44256.0,OH,Ohio
1631,18200 Royalton Rd,Strongsville,Cuyahoga,41.32,-81.83,44136.0,OH,Ohio
1632,1300 River Valley Blvd,Lancaster,Fairfield,39.73,-82.62,43130.0,OH,Ohio
1633,3100 W 117th St,Cleveland,Cuyahoga,41.47,-81.77,44111.0,OH,Ohio
1634,4300 24th Ave,Fort Gratiot,St. Clair,43.03,-82.45,48059.0,MI,Michigan
1635,6850 Ridge Rd,Parma,Cuyahoga,41.38,-81.74,44129.0,OH,Ohio
1636,3535 Steelyard Dr,Cleveland,Cuyahoga,41.46,-81.69,44109.0,OH,Ohio
1637,1183 Williams Reserve Blvd,Wadsworth,Medina,41.04,-81.69,44281.0,OH,Ohio
1638,2801 W Market St,Fairlawn,Summit,41.13,-81.6,44333.0,OH,Ohio
1639,14070 Cedar Rd,University Heights,Cuyahoga,41.5,-81.53,44118.0,OH,Ohio
1640,8282 Golden Link Blvd,Northfield,Summit,41.31,-81.53,44067.0,OH,Ohio
1641,449 Howe Ave,Cuyahoga Falls,Summit,41.12,-81.48,44221.0,OH,Ohio
1642,762 Arlington Rdg,Akron,Summit,40.98,-81.5,44312.0,OH,Ohio
1643,1285 Som Center Rd,Mayfield Heights,Cuyahoga,41.53,-81.44,44124.0,OH,Ohio
1644,36195 Euclid Ave,Willoughby,Lake,41.63,-81.43,44094.0,OH,Ohio
1645,1980 Lincoln Way E,Massillon,Stark,40.8,-81.5,44646.0,OH,Ohio
1646,4200 Kent Rd,Stow,Summit,41.16,-81.41,44224.0,OH,Ohio
1647,18855 N Market Place Dr,Aurora,Geauga,41.36,-81.39,44202.0,OH,Ohio
1648,5584 Dressler Rd NW,North Canton,Stark,40.86,-81.43,44720.0,OH,Ohio
1649,1144 State Route 303,Streetsboro,Portage,41.24,-81.35,44241.0,OH,Ohio
1650,9669 Mentor Ave,Mentor,Lake,41.69,-81.29,44060.0,OH,Ohio
1651,2070 Thundering Herd Rd,Barboursville,Cabell,38.42,-82.29,25504.0,WV,West Virginia
1652,30 Rhl Blvd,South Charleston,Kanawha,38.34,-81.71,25309.0,WV,West Virginia
1653,300 Cabela Dr,Triadelphia,Ohio,40.06,-80.6,26059.0,WV,West Virginia
1654,2800 Meadowbrook Mall,Bridgeport,Harrison,39.31,-80.27,26330.0,WV,West Virginia
1655,5555 Youngstown Warren Rd,Niles,Trumbull,41.22,-80.75,44446.0,OH,Ohio
1656,417 Boardman Poland Rd,Boardman,Mahoning,41.02,-80.65,44512.0,OH,Ohio
1657,4737 Valley View Blvd NW,Roanoke,Roanoke City,37.3,-79.96,24012.0,VA,Virginia
1658,155 Holt Garrison Pkwy,Danville,Danville City,36.6,-79.42,24540.0,VA,Virginia
1659,4037 Durham Chapel Hill Blvd,Durham,Durham,35.97,-78.96,27707.0,NC,North Carolina
1660,8210 Renaissance Pkwy,Durham,Durham,35.9,-78.96,27713.0,NC,North Carolina
1661,5001 University Towne Center Dr,Morgantown,Monongalia,39.65,-80.0,26501.0,WV,West Virginia
1662,335 Washington Rd,Washington,Washington,40.19,-80.23,15301.0,PA,Pennsylvania
1663,120 Matthew Dr,Uniontown,Fayette,39.91,-79.76,15401.0,PA,Pennsylvania
1664,600 Chauvet Dr,Pittsburgh,Allegheny,40.45,-80.18,15275.0,PA,Pennsylvania
1665,201 S Hills Vlg,Pittsburgh,Allegheny,40.34,-80.06,15241.0,PA,Pennsylvania
1666,1717 Lebanon Church Rd,West Mifflin,Allegheny,40.35,-79.95,15236.0,PA,Pennsylvania
1667,87 Wagner Rd,Monaca,Beaver,40.68,-80.31,15061.0,PA,Pennsylvania
1668,288 Mt Nebo Pointe Dr,Pittsburgh,Allegheny,40.54,-80.07,15237.0,PA,Pennsylvania
1669,360 Waterfront Dr E,Homestead,Allegheny,40.41,-79.91,15120.0,PA,Pennsylvania
1670,4801 McKnight Rd Ste 3,Pittsburgh,Allegheny,40.53,-80.01,15237.0,PA,Pennsylvania
1671,6231 PENN AVE,PITTSBURGH,Allegheny,40.46,-79.92,15206.0,PA,Pennsylvania
1672,9805 McKnight Rd,Pittsburgh,Allegheny,40.59,-80.04,15237.0,PA,Pennsylvania
1673,8931 Route 30,North Huntingdon,Westmoreland,40.32,-79.69,15642.0,PA,Pennsylvania
1674,1717 Route 228,Cranberry Twp,Butler,40.69,-80.08,16066.0,PA,Pennsylvania
1675,4004 Monroeville Blvd,Monroeville,Allegheny,40.43,-79.77,15146.0,PA,Pennsylvania
1676,6206 State Rte 30,Greensburg,Westmoreland,40.3,-79.6,15601.0,PA,Pennsylvania
1677,2661 Freeport Rd,Pittsburgh,Allegheny,40.54,-79.84,15238.0,PA,Pennsylvania
1678,550 Grandview Crossing Dr,Gibsonia,Allegheny,40.64,-79.94,15044.0,PA,Pennsylvania
1679,200 Butler Commons,Butler,Butler,40.87,-79.94,16001.0,PA,Pennsylvania
1680,7129 O'Kelly Chapel Road,Cary,Wake,35.84,-78.89,27519.0,NC,North Carolina
1681,1201 Beaver Creek Commons Dr,Apex,Wake,35.74,-78.88,27502.0,NC,North Carolina
1682,8651 Brier Creek Pkwy,Raleigh,Wake,35.9,-78.79,27617.0,NC,North Carolina
1683,3001 Market Center Dr,Morrisville,Wake,35.81,-78.82,27560.0,NC,North Carolina
1684,4841 Grove Barton Rd,Raleigh,Wake,35.87,-78.72,27613.0,NC,North Carolina
1685,2021 Walnut St,Cary,Wake,35.76,-78.74,27518.0,NC,North Carolina
1686,2512 Hillsborough St,Raleigh,Wake,35.79,-78.67,27607.0,NC,North Carolina
1687,4191 The Circle at North Hills St,Raleigh,Wake,35.84,-78.64,27609.0,NC,North Carolina
1688,4510 Garth Rd,Baytown,Harris,29.77,-94.98,77521.0,TX,Texas
1689,6128 Broadway St,Galveston,Galveston,29.29,-94.84,77551.0,TX,Texas
1690,255 Marina Bay Dr,Clear Lake Shores,Galveston,29.54,-95.02,77565.0,TX,Texas
1691,1801 Gulf Fwy,Dickinson,Galveston,29.47,-95.09,77539.0,TX,Texas
1692,5757 Fairmont Pkwy,Pasadena,Harris,29.65,-95.15,77505.0,TX,Texas
1693,1801 W Bay Area Blvd,Webster,Harris,29.54,-95.15,77598.0,TX,Texas
1694,8503 S Sam Houston Pkwy E,Houston,Harris,29.6,-95.26,77075.0,TX,Texas
1695,6801 FM 1960 Rd W,Houston,Harris,29.97,-95.53,77069.0,TX,Texas
1696,21515 Tomball Pkwy,Houston,Harris,30.0,-95.58,77070.0,TX,Texas
1697,2580 Shearn St,Houston,Harris,29.77,-95.38,77007.0,TX,Texas
1698,13250 Northwest Fwy,Houston,Harris,29.85,-95.5,77040.0,TX,Texas
1699,12701 FM 1960 Rd W,Houston,Harris,29.92,-95.6,77065.0,TX,Texas
1700,4323 San Felipe St,Houston,Harris,29.75,-95.45,77027.0,TX,Texas
1701,8500 Main St,Houston,Harris,29.69,-95.42,77025.0,TX,Texas
1702,25901 Highway 290,Cypress,Harris,29.97,-95.7,77429.0,TX,Texas
1703,984 Gessner Rd,Houston,Harris,29.78,-95.54,77024.0,TX,Texas
1704,6955 Highway 6 N,Houston,Harris,29.88,-95.65,77084.0,TX,Texas
1705,300 Meyerland Plaza Mall,Houston,Harris,29.69,-95.46,77096.0,TX,Texas
1706,8605 Westheimer Rd,Houston,Harris,29.74,-95.52,77063.0,TX,Texas
1707,10801 Westheimer Rd,Houston,Harris,29.74,-95.57,77042.0,TX,Texas
1708,3045 Silverlake Village St,Pearland,Brazoria,29.55,-95.38,77584.0,TX,Texas
1709,2700 Eldridge Pkwy,Houston,Harris,29.73,-95.63,77082.0,TX,Texas
1710,19955 Katy Fwy,Houston,Harris,29.78,-95.72,77094.0,TX,Texas
1711,6000 Highway 6,Missouri City,Fort Bend,29.57,-95.57,77459.0,TX,Texas
1712,16300 Southwest Fwy,Sugar Land,Fort Bend,29.6,-95.63,77479.0,TX,Texas
1713,23710 Westheimer Pkwy,Katy,Fort Bend,29.74,-95.78,77494.0,TX,Texas
1714,10241 W Grand Pkwy S,Richmond,Fort Bend,29.66,-95.71,77407.0,TX,Texas
1715,23912 Commercial Dr,Rosenberg,Fort Bend,29.55,-95.75,77471.0,TX,Texas
1716,202 Highway 332 W,Lake Jackson,Brazoria,29.05,-95.46,77566.0,TX,Texas
1717,3550 S General Bruce Dr,Temple,Bell,31.09,-97.39,76504.0,TX,Texas
1718,201 E Central Texas Expy,Harker Heights,Bell,31.07,-97.66,76548.0,TX,Texas
1719,18700 Limestone Commercial Dr,Pflugerville,Travis,30.47,-97.6,78660.0,TX,Texas
1720,1021 W University Ste B3,Georgetown,Williamson,30.63,-97.7,78628.0,TX,Texas
1721,121 Louis Henna Blvd,Round Rock,Travis,30.48,-97.67,78664.0,TX,Texas
1722,7608 NE Zac Lentz Pkwy,Victoria,Victoria,28.87,-97.0,77904.0,TX,Texas
1723,5621 N I H 35,Austin,Travis,30.32,-97.71,78723.0,TX,Texas
1724,8601 Research Blvd,Austin,Travis,30.36,-97.72,78758.0,TX,Texas
1725,60 Longview Dr,Bangor,Penobscot,44.84,-68.74,4401.0,ME,Maine
1726,3401 Raleigh Road Pkwy W,Wilson,Wilson,35.74,-77.97,27896.0,NC,North Carolina
1727,12000 Retail Dr,Wake Forest,Wake,35.97,-78.54,27587.0,NC,North Carolina
1728,7900 Old Wake Forest Rd,Raleigh,Wake,35.87,-78.57,27616.0,NC,North Carolina
1729,1000 Shoppes at Midway Dr,Knightdale,Wake,35.8,-78.51,27545.0,NC,North Carolina
1730,3410 Dr Martin Luther King Jr Blvd,New Bern,Craven,35.1,-77.1,28562.0,NC,North Carolina
1731,6700 Peach St,Erie,Erie,42.06,-80.09,16509.0,PA,Pennsylvania
1732,5622 Amanda Ln,Orchard Park,Erie,42.79,-78.78,14127.0,NY,New York
1733,4920 Transit Rd,Depew,Erie,42.88,-78.7,14043.0,NY,New York
1734,1750 Walden Ave,Cheektowaga,Erie,42.91,-78.77,14225.0,NY,New York
1735,2626 Delaware Ave,Buffalo,Erie,42.96,-78.87,14216.0,NY,New York
1736,8290 Transit Rd,Williamsville,Erie,42.99,-78.7,14221.0,NY,New York
1737,1575 Niagara Falls Blvd,Amherst,Erie,43.0,-78.82,14228.0,NY,New York
1738,4300 Veterans Memorial Dr,Batavia,Genesee,43.02,-78.2,14020.0,NY,New York
1739,7414 Niagara Falls Blvd,Niagara Falls,Niagara,43.09,-78.98,14304.0,NY,New York
1740,1040 Timber Dr E,Garner,Wake,35.69,-78.58,27529.0,NC,North Carolina
1741,2700 Timber Dr,Garner,Wake,35.72,-78.64,27529.0,NC,North Carolina
1742,1204 Sunburst Dr,Goldsboro,Wayne,35.38,-77.94,27534.0,NC,North Carolina
1743,3250 US Hwy 41 W,Marquette,Marquette,46.55,-87.46,49855.0,MI,Michigan
1744,1001 13th St S,Virginia,St. Louis,47.51,-92.55,55792.0,MN,Minnesota
1745,2140 S Pokegama Ave,Grand Rapids,Itasca,47.21,-93.53,55744.0,MN,Minnesota
1746,2100 Paul Bunyan Dr NW,Bemidji,Beltrami,47.49,-94.91,56601.0,MN,Minnesota
1747,3601 32nd Ave S,Grand Forks,Grand Forks,47.89,-97.08,58201.0,ND,North Dakota
1748,600 Kirkwood Mall,Bismarck,Burleigh,46.8,-100.78,58504.0,ND,North Dakota
1749,2400 10th St SW,Minot,Ward,48.21,-101.31,58701.0,ND,North Dakota
1750,1395D Western Blvd,Jacksonville,Onslow,34.79,-77.4,28546.0,NC,North Carolina
1751,2725 N Main St,Roswell,Chaves,33.43,-104.52,88201.0,NM,New Mexico
1752,3909 E 42nd St,Odessa,Ector,31.89,-102.35,79762.0,TX,Texas
1753,7302 University Ave,Lubbock,Lubbock,33.53,-101.87,79423.0,TX,Texas
1754,4001 N Midland Dr,Midland,Midland,32.02,-102.15,79707.0,TX,Texas
1755,3710 Ridgemont Dr,Abilene,Taylor,32.41,-99.77,79606.0,TX,Texas
1756,4235 Sunset Dr,San Angelo,Tom Green,31.43,-100.5,76904.0,TX,Texas
1757,1101 C-Bar Ranch Trl Lot #2,Cedar Park,Williamson,30.53,-97.81,78613.0,TX,Texas
1758,10900 Lakeline Mall Dr,Austin,Williamson,30.48,-97.8,78717.0,TX,Texas
1759,10107 Research Blvd,Austin,Travis,30.39,-97.74,78759.0,TX,Texas
1760,11220 FM 2222,Austin,Travis,30.4,-97.85,78730.0,TX,Texas
1761,3702 Ranch Rd 620 S,Bee Cave,Travis,30.32,-97.95,78738.0,TX,Texas
1762,2021 Guadalupe St,Austin,Travis,30.28,-97.74,78705.0,TX,Texas
1763,2300 W Ben White Blvd,Austin,Travis,30.23,-97.79,78704.0,TX,Texas
1764,5300 S Mo Pac Expy,Austin,Travis,30.23,-97.83,78749.0,TX,Texas
1765,21500 NE Halsey St,Fairview,Multnomah,45.53,-122.44,97024.0,OR,Oregon
1766,16200 SE Mill Plain Blvd,Vancouver,Clark,45.62,-122.51,98684.0,WA,Washington
1767,9401 NE Cascades Pkwy,Portland,Multnomah,45.58,-122.56,97220.0,OR,Oregon
1768,9800 SE Washington St,Portland,Multnomah,45.52,-122.56,97216.0,OR,Oregon
1769,7809C NE Vancouver Plaza Dr,Vancouver,Clark,45.65,-122.59,98662.0,WA,Washington
1770,9400 192nd Ave E,Bonney Lake,Pierce,47.17,-122.17,98391.0,WA,Washington
1771,9000 SE Sunnyside Rd,Clackamas,Clackamas,45.43,-122.57,97015.0,OR,Oregon
1772,8801 NE Hazel Dell Ave,Vancouver,Clark,45.69,-122.67,98665.0,WA,Washington
1773,10302 156Th St E,Puyallup,Pierce,47.11,-122.29,98374.0,WA,Washington
1774,1555 N Tomahawk Island Dr,Portland,Multnomah,45.61,-122.68,97217.0,OR,Oregon
1775,939 SW Morrison,Portland,Multnomah,45.52,-122.68,97205.0,OR,Oregon
1776,3310 S Meridian,Puyallup,Pierce,47.16,-122.3,98373.0,WA,Washington
1777,26301 104th Ave SE,Kent,King,47.37,-122.2,98030.0,WA,Washington
1778,9009 SW Hall Blvd,Tigard,Washington,45.45,-122.78,97223.0,OR,Oregon
1779,2201 S Commons,Federal Way,King,47.31,-122.31,98003.0,WA,Washington
1780,10775 SW Beaverton Hillsdale Hwy,Beaverton,Washington,45.49,-122.79,97005.0,OR,Oregon
1781,25925 SW Heather Pl,Wilsonville,Washington,45.33,-122.77,97070.0,OR,Oregon
1782,1215 N Landing Way,Renton,King,47.5,-122.2,98057.0,WA,Washington
1783,301 Strander Blvd,Tukwila,King,47.46,-122.26,98188.0,WA,Washington
1784,18101 NW Evergreen Pkwy,Beaverton,Washington,45.54,-122.86,97006.0,OR,Oregon
1785,21365 SW Baler Way,Sherwood,Washington,45.37,-122.84,97140.0,OR,Oregon
1786,4053 Factoria Square Mall SE,Bellevue,King,47.57,-122.17,98006.0,WA,Washington
1787,5618 Lakewood Town Center Blvd SW,Lakewood,Pierce,47.16,-122.51,98499.0,WA,Washington
1788,205 Three Rivers Dr,Kelso,Cowlitz,46.14,-122.9,98626.0,WA,Washington
1789,3320 S 23rd St,Tacoma,Pierce,47.24,-122.48,98405.0,WA,Washington
1790,2295 SE Tualatin Valley Hwy,Hillsboro,Washington,45.51,-122.96,97123.0,OR,Oregon
1791,2800 SW Barton St,Seattle,King,47.52,-122.37,98126.0,WA,Washington
1792,13950 NE 178th Pl,Woodinville,King,47.76,-122.15,98072.0,WA,Washington
1793,1401 2nd Ave,Seattle,King,47.61,-122.34,98101.0,WA,Washington
1794,11400 51st Ave NW,Gig Harbor,Pierce,47.36,-122.61,98332.0,WA,Washington
1795,665 Sleater Kinney Rd SE,Lacey,Thurston,47.04,-122.84,98503.0,WA,Washington
1796,302 NE Northgate Way,Seattle,King,47.71,-122.33,98125.0,WA,Washington
1797,18305 Alderwood Mall Pkwy,Lynnwood,Snohomish,47.83,-122.27,98037.0,WA,Washington
1798,2925 Harrison Ave NW,Olympia,Thurston,47.04,-122.94,98502.0,WA,Washington
1799,405 SE Everett Mall Way,Everett,Snohomish,47.91,-122.23,98208.0,WA,Washington
1800,3201 NW Randall Way,Silverdale,Kitsap,47.66,-122.69,98383.0,WA,Washington
1801,16818 Twin Lakes Ave,Marysville,Snohomish,48.15,-122.19,98271.0,WA,Washington
1802,199 Cascade Mall Dr,Burlington,Skagit,48.47,-122.34,98233.0,WA,Washington
1803,30 Bellis Fair Pkwy,Bellingham,Whatcom,48.79,-122.49,98226.0,WA,Washington
1804,1910 Bob Bullock Loop,Laredo,Webb,27.52,-99.45,78043.0,TX,Texas
1805,7501 San Dario Ave,Laredo,Webb,27.57,-99.5,78045.0,TX,Texas
1806,7400 N 10th St,Mcallen,Hidalgo,26.27,-98.22,78504.0,TX,Texas
1807,3600 Nolana Ave,McAllen,Hidalgo,26.24,-98.25,78504.0,TX,Texas
1808,2427 E Expressway 83,Mission,Hidalgo,26.2,-98.28,78572.0,TX,Texas
1809,5425 S Padre Island Dr,Corpus Christi,Nueces,27.71,-97.37,78411.0,TX,Texas
1810,708 E Expressway 83,McAllen,Hidalgo,26.19,-98.21,78503.0,TX,Texas
1811,1002 Dixieland Rd,Harlingen,Cameron,26.18,-97.72,78552.0,TX,Texas
1812,301 E Morrison Rd,Brownsville,Cameron,25.97,-97.51,78526.0,TX,Texas
1813,2810 SW Military Dr,San Antonio,Bexar,29.36,-98.54,78224.0,TX,Texas
1814,3227 SE Military Dr,San Antonio,Bexar,29.35,-98.44,78223.0,TX,Texas
1815,8223 State Highway 151,San Antonio,Bexar,29.44,-98.65,78245.0,TX,Texas
1816,5355 W Loop 1604 N,San Antonio,Bexar,29.49,-98.71,78253.0,TX,Texas
1817,4522 Fredricksburg Rd,Balcones Heights,Bexar,29.49,-98.55,78201.0,TX,Texas
1818,1223 Austin Hwy,San Antonio,Bexar,29.49,-98.45,78209.0,TX,Texas
1819,746 NW Loop 410,San Antonio,Bexar,29.52,-98.5,78216.0,TX,Texas
1820,11311 Bandera Rd,San Antonio,Bexar,29.55,-98.66,78250.0,TX,Texas
1821,13700 San Pedro Ave,San Antonio,Bexar,29.57,-98.48,78232.0,TX,Texas
1822,8234 Agora Pkwy,Selma,Bexar,29.57,-98.33,78154.0,TX,Texas
1823,17502 La Cantera Pkwy,San Antonio,Bexar,29.61,-98.6,78257.0,TX,Texas
