ID,Name,Coordinates
FL,Florida,854.6867 53.714579999999955;854.49257 53.714579999999955;854.58967 53.61747999999996;854.6867699999999 53.714579999999955|853.8131999999999 53.81167999999995;853.8131999999999 53.714579999999955;853.9102999999999 53.714579999999955;853.8131999999999 53.81167999999995|854.0073299999999 53.90877999999995;854.0073299999999 54.00587999999995;854.0073299999999 53.90877999999995;854.0073299999999 53.90877999999995|840.8067399999999 52.45283999999995;840.8067399999999 52.45283999999995;840.8067399999999 52.355739999999955;840.8067399999999 52.45283999999995|840.6126199999999 52.355739999999955;840.6126199999999 52.45283999999995;840.6126199999999 52.355739999999955;840.6126199999999 52.355739999999955|840.7097199999998 52.45283999999995;840.7097199999998 52.45283999999995;840.7097199999998 52.45283999999995;840.7097199999998 52.45283999999995|839.7390899999998 52.355739999999955;839.6419899999999 52.355739999999955;839.6419899999999 52.25863999999996;839.7390899999998 52.355739999999955|867.3050099999998 58.47071999999996;867.2079099999999 58.47071999999996;867.3050099999998 58.27659999999996;867.3050099999998 58.47071999999996|869.9257199999998 59.15015999999996;869.9257199999998 59.34428999999996;869.7315899999999 59.05309999999996;869.9257199999998 59.150199999999955|868.9550899999998 59.34432999999996;868.5668299999999 59.732579999999956;868.4697299999999 59.63547999999996;868.9550499999999 59.34428999999996|868.6638599999999 58.567779999999956;867.4990999999999 60.02372999999996;868.1785399999999 58.76190999999996;868.6638599999999 58.567779999999956|877.8848499999999 64.29450999999996;877.8848499999999 63.90625999999996;878.0789799999999 64.10037999999996;877.8848499999999 64.29450999999996|879.2437399999999 65.26513999999996;879.5349299999999 65.75045999999996;879.14667 65.36219999999996;879.2437699999999 65.26509999999996|879.53496 66.23572999999996;879.43786 66.23572999999996;879.43786 66.13862999999996;879.53496 66.23572999999996|877.78782 66.52691999999996;877.69072 66.62401999999996;877.78782 66.52691999999996;877.78782 66.52691999999996|878.66139 67.98286999999996;878.56429 68.07996999999996;878.56429 67.88583999999996;878.66139 67.98293999999996|876.04068 68.08003999999995;875.94358 68.17713999999995;876.04068 68.08003999999995;876.04068 68.08003999999995|879.34083 70.31248999999995;879.1467 70.21538999999996;879.43789 70.11828999999996;879.3407900000001 70.31240999999996|879.72904 70.31240999999996;879.53492 70.50653999999996;879.63202 70.21534999999996;879.72912 70.31244999999996|879.04968 70.50657999999996;878.95258 70.60367999999995;878.95258 70.40955999999996;879.04968 70.50665999999995|882.6410199999999 71.18609999999995;882.6410199999999 71.28319999999995;882.4468899999999 70.89494999999995;882.6410199999999 71.18613999999995|878.5643699999999 70.79788999999995;878.37024 70.79788999999995;878.5643699999999 70.70078999999996;878.5643699999999 70.79788999999995|880.6026899999999 71.96264999999995;880.3114999999999 71.96264999999995;880.2144 71.86554999999996;880.6026499999999 71.96264999999995|881.37916 72.44795999999995;881.37916 72.44795999999995;881.28206 72.44795999999995;881.37916 72.44795999999995|873.2258499999999 72.05970999999995;873.2258499999999 72.25382999999995;873.12875 72.05970999999995;873.2258499999999 72.05970999999995|874.0994199999999 72.35089999999995;873.8082299999999 72.35089999999995;874.0994199999999 71.76851999999995;874.0994199999999 72.35089999999995|871.7699099999999 72.25379999999996;871.7699099999999 72.83617999999996;871.2845899999999 72.73907999999996;871.7699099999999 72.25375999999996|870.4110199999999 73.22439999999996;870.8963399999999 72.73907999999996;870.8963399999999 72.93320999999996;870.4110199999999 73.22439999999996|884.6792999999999 72.64201999999996;882.9321699999999 71.86550999999996;883.5145399999999 71.76840999999996;884.6792999999999 72.64197999999996|871.0904699999999 73.51553999999996;870.5080899999999 73.51553999999996;870.5080899999999 73.32141999999996;871.0904699999999 73.51553999999996|886.4264399999998 78.36869999999996;886.5235399999998 78.85401999999996;886.6206399999998 80.11583999999996;886.4265199999998 78.36869999999996|886.5236199999997 83.80423999999996;886.1353699999997 84.77486999999996;885.9412399999998 84.38660999999996;886.5236199999997 83.80423999999996|864.1020399999998 81.37765999999996;863.9079099999998 81.08646999999996;864.3932299999998 80.98936999999997;864.1020399999998 81.37761999999996|862.2578399999998 82.25118999999997;861.3842699999998 81.95999999999997;862.0637199999998 81.86289999999997;862.2578399999998 82.25115999999997|860.3165799999997 82.05702999999997;860.3165799999997 82.34821999999997;860.2194799999997 82.25111999999997;860.3165799999997 82.05698999999997|858.2782499999997 82.15408999999997;857.6958699999998 81.76583999999997;858.4723799999998 81.37758999999997;858.2782499999998 82.15408999999997|860.9960199999998 82.05698999999997;860.8989199999999 82.34817999999997;860.4135999999999 82.44527999999997;860.9959799999998 82.05702999999997|848.2807099999998 91.56921999999997;847.6983299999998 91.27802999999997;848.8630899999998 90.88976999999997;848.2807099999999 91.56921999999997|845.9511999999999 94.67523999999997;845.1746899999998 95.83998999999997;845.4658799999999 94.96641999999997;845.9511999999999 94.67523999999997|848.9601499999999 92.73396999999997;847.6012699999999 95.83998999999997;846.6306399999999 96.13117999999997;848.9601499999999 92.73396999999997|845.0776299999999 96.61649999999997;844.7864399999999 97.39299999999997;844.5923099999999 97.87831999999997;845.0776299999999 96.61649999999997|837.0213899999999 107.39049999999997;835.2742499999999 108.65231999999997;835.9536999999999 107.97287999999998;837.0213899999999 107.39049999999997|880.6997899999999 113.89372999999998;873.6141899999999 125.73542999999998;873.22593 125.73542999999998;880.6997899999999 113.89372999999998|831.6829199999999 132.82103999999998;831.3917299999998 132.91814;831.6829199999999 132.72402;831.6829199999999 132.82112|831.1005399999999 133.50056;831.00344 133.40346;831.1005399999999 133.30635999999998;831.1005399999999 133.50047999999998|830.4210999999999 134.47110999999998;830.4210999999999 134.56821;830.324 134.47110999999998;830.4210999999999 134.47110999999998|830.8093499999999 134.85936999999998;831.1005399999999 134.66523999999998;831.1005399999999 134.85936999999998;830.8093499999999 134.85936999999998|831.3917299999998 135.24761999999998;831.0034799999999 135.15051999999997;831.1005799999998 135.15051999999997;831.3917699999998 135.24761999999998|830.7123299999998 135.34472;830.4211399999998 135.63591;830.5182399999998 135.53880999999998;830.7123699999997 135.34467999999998|830.0329299999997 136.41237999999998;829.8387999999998 136.41237999999998;830.1299899999998 136.31527999999997;830.0328899999998 136.41237999999998|830.7123299999998 137.57712999999998;830.3240699999999 137.57712999999998;830.2269699999999 137.48002999999997;830.7122899999999 137.57712999999998|831.1005399999999 137.38300999999998;830.6152199999999 137.86831999999998;830.8093499999999 137.77121999999997;831.1005399999999 137.38296999999997|827.4121399999999 141.55667999999997;827.2180099999999 141.65377999999998;827.2180099999999 141.55667999999997;827.4121399999999 141.55667999999997|823.2384299999999 141.55667999999997;822.9472399999999 141.94492999999997;823.0443399999998 141.45961999999997;823.2384699999998 141.55671999999998|787.9074899999998 144.75981;790.8193799999998 146.99226;787.6162999999998 144.85687;787.9074899999998 144.75976999999997|793.7312799999999 149.41878999999997;794.0224699999999 149.70997999999997;792.8577099999999 149.22466999999997;793.7312799999999 149.41878999999997|756.8472899999998 155.92201999999997;746.2674099999998 152.52480999999997;752.0911999999998 154.17488999999998;756.8472899999998 155.92201999999997|783.1513999999999 172.42274999999998;780.3365699999998 171.93743999999998;738.4052999999998 165.14301999999998;742.7731399999998 155.14551999999998;743.0643299999998 155.04841999999996;741.9966399999998 151.06882999999996;745.1026599999998 152.42770999999996;748.4998599999998 155.43666999999996;754.3236499999998 155.63078999999996;761.0210099999998 158.05736999999996;765.5829699999998 157.37792999999996;764.5152799999998 155.72785999999996;772.8627099999999 152.91302999999996;780.0453799999999 149.41874999999996;781.6954499999999 145.53622999999996;787.03392 146.70098999999996;799.6521299999999 156.98967999999996;804.31116 156.79554999999996;823.33553 142.43020999999996;827.21805 143.20671999999996;831.2947099999999 137.77117999999996;832.07121 129.13255999999996;830.80939 123.69702999999996;831.39177 120.97925999999995;834.7889799999999 114.18483999999995;833.23597 119.52330999999995;837.60381 119.62040999999995;837.9920599999999 115.73787999999995;835.6625499999999 109.71996999999995;843.7187899999999 98.65476999999994;846.7277399999999 98.55766999999994;844.2040999999999 101.95487999999995;847.3101199999999 101.56662999999995;849.1543199999999 102.73137999999994;848.3778199999998 96.51933999999994;852.5515299999998 93.21919999999994;855.3663599999999 85.64826999999994;859.1518199999998 83.31875999999994;864.0049799999998 82.05693999999994;870.7023299999998 73.51537999999994;874.1966099999999 71.67118999999994;869.5375799999998 71.37999999999994;871.6729599999999 68.95341999999994;879.3409499999999 71.47705999999994;883.1264099999999 73.61244999999994;886.6206799999999 85.84239999999994;884.8735499999999 104.86676999999995;884.4852999999999 106.80803999999995;875.16724 122.33812999999995;867.20806 133.59745999999996;862.74316 142.81844999999996;866.5286199999999 139.61536999999996;867.30512 140.19774999999996;868.9552 132.14150999999995;873.22597 126.02652999999995;869.0522599999999 134.17982999999995;869.2463899999999 138.06235999999996;856.7252399999999 153.30126999999996;853.7162899999998 158.05735999999996;849.7366999999998 166.11359999999996;847.0189299999998 172.90801999999996;844.8835399999998 175.33459999999997;844.3982299999998 178.44061999999997;844.3011299999998 178.53771999999998;837.6037799999998 178.92596999999998;834.9830699999998 176.88764999999998;833.5271299999997 169.41378999999998;832.1682399999997 172.90805999999998;786.3544499999997 167.18133999999998;783.0543099999996 172.32567999999998;783.1514099999996 172.42278
GA,Georgia,845.85395 192.90309000000002;845.7568500000001 195.81499000000002;845.0774100000001 193.29135000000002;845.8539100000002 192.90309000000002|846.9216100000001 197.36800000000002;846.5333600000001 199.60045000000002;846.2421700000001 198.24156000000002;846.9216100000001 197.36800000000002|801.4960700000001 258.51776;800.2342500000002 258.22657000000004;796.5458500000002 257.45007000000004;782.9570100000002 254.63524000000004;781.6951900000003 254.34405000000004;780.3363100000003 254.14992000000004;772.7653800000003 252.69397000000004;770.7270600000003 252.30572000000004;762.4766900000003 250.75271000000004;760.7295600000003 250.55859000000004;760.8266600000003 250.36446000000004;773.8331200000002 210.76271000000003;781.0157900000003 197.95037000000002;779.2686500000003 196.00911000000002;778.2009600000004 188.43819000000002;780.3363500000004 184.55566000000002;780.5304700000004 177.47006000000002;783.1511800000004 172.51984000000002;783.1511800000004 172.42274;783.0540800000005 172.32564;786.3542200000005 167.1813;832.1680100000005 172.90802;833.5269000000005 169.41375;834.9828400000006 176.88761;837.6035500000006 178.92593;844.3009000000006 178.53768;844.3009000000006 178.53768;843.7185300000007 189.0205;844.9803500000006 191.25295;844.3009000000006 195.42666;845.6597900000006 199.40625;847.6981100000006 201.6387;846.2421700000006 202.99759;849.6393800000005 207.1713;849.5422800000006 207.1713;843.7185000000005 212.60684;835.7593200000006 223.96322;831.3914800000006 226.00155;812.6583000000006 241.72577;808.0963300000006 247.54956;799.2635900000007 251.23796000000002;798.7782700000007 253.17922000000002;801.4960400000007 258.51769;801.4960400000007 258.51769
MS,Mississippi,716.76 146.21573;716.27469 146.11863;716.27469 146.02152999999998;716.76 146.21564999999998|725.78687 147.38040999999998;724.42799 147.38040999999998;725.68981 147.28330999999997;725.7869099999999 147.38040999999998|714.5275899999999 146.40977999999998;714.13934 146.02152999999998;714.2364399999999 145.92442999999997;714.5276299999999 146.40974999999997|723.6515699999999 147.18624999999997;719.9631699999999 147.18624999999997;723.4574399999999 147.08914999999996;723.6515699999999 147.18624999999997|683.1762399999999 239.68740999999997;683.1762399999999 239.59030999999996;679.0995899999999 232.79588999999996;679.4878499999999 227.55448999999996;673.9552499999999 221.43950999999996;675.4111999999999 219.69236999999995;671.7227999999999 204.16226999999995;673.4699299999999 200.86212999999995;672.4992999999998 200.18268999999995;672.5963999999998 198.04729999999995;672.5963999999998 197.36785999999995;674.8288599999997 192.12644999999995;674.6347299999998 188.92335999999995;678.2260699999997 184.55551999999994;670.8492699999997 171.93731999999994;669.6845099999997 164.36639999999994;667.6461899999997 161.35743999999994;669.0050699999997 157.86316999999994;667.7432499999998 156.60134999999994;701.2300299999997 160.28973999999994;700.0652699999997 155.63070999999994;704.3360499999997 147.28328999999994;706.5684999999996 144.46845999999994;706.5684999999996 144.56555999999995;710.1598299999996 148.64220999999995;717.7307599999996 150.29227999999995;724.7192999999995 149.51577999999995;725.7869899999995 150.87465999999995;725.7869899999995 150.97175999999996;720.8367799999995 180.86720999999997;720.6426499999995 202.70640999999998;720.0602699999996 242.50228999999996;718.7013899999996 243.37584999999996;718.3131299999997 244.15235999999996;718.1190099999997 244.15235999999996;713.2658499999997 243.47291999999996;704.7242999999996 242.30815999999996;685.3116699999996 239.88157999999996;683.1762799999996 239.68745999999996
SC,South Carolina,801.49611 258.51776;801.49611 258.51776;798.7783400000001 253.17929;799.2636600000001 251.23803;808.0964 247.54963;812.65837 241.72584;831.3915499999999 226.00162;835.7593899999999 223.96329;843.7185699999999 212.60691;849.5423499999999 207.17137;849.5423499999999 207.17137;850.51298 211.63627;848.95997 215.90705;853.13369 212.80103;855.4632 214.64523;851.48361 217.94538;856.33677 218.23657;863.90769 224.64273;863.03413 226.29281;867.69316 229.88414;867.20784 231.63128;870.60505 233.76667;870.79918 238.71689;876.13765 248.61732;879.72898 253.17929;880.1172399999999 253.37342;858.4721599999999 267.05932;850.4159199999999 265.50631000000004;839.4477899999999 265.89456000000007;834.01225 268.70939000000004;801.7873 258.51776000000007;801.4961099999999 258.51776000000007
IL,Illinois,661.43403 390.81479;661.2399 390.32948;664.9283 387.99996;666.09306 385.67044999999996;669.97558 381.98204999999996;669.8784800000001 378.87602999999996;667.74309 372.76104999999995;662.88993 369.2667799999999;658.52209 368.39320999999995;657.6485200000001 363.34592999999995;659.1044700000001 362.66648999999995;657.6485200000001 352.76604999999995;654.0571900000001 350.5336;654.7366300000001 346.74814;653.8630600000001 346.35988999999995;653.8630600000001 346.35988999999995;653.0865600000001 342.08910999999995;656.19258 333.45048999999995;667.25777 324.13242999999994;668.2284000000001 319.66752999999994;670.3637900000001 317.43507999999997;677.3523400000001 317.82333;676.0905200000002 311.3201;675.6052000000002 304.33155000000005;679.7789200000002 300.93435000000005;686.3792100000002 298.02245000000005;689.8734800000002 295.3046800000001;691.8147400000003 289.77209000000005;690.7470500000003 287.7337600000001;697.6385300000003 282.1041000000001;697.9297200000003 282.00700000000006;697.3473400000004 282.58938000000006;699.2886000000004 287.15134000000006;706.7624600000004 285.11302000000006;708.6066600000004 287.24841000000004;707.1507200000003 291.51918000000006;713.2656900000003 295.11052000000007;711.6156200000003 297.4400300000001;713.0715700000003 300.74018000000007;713.0715700000003 301.03137000000004;712.6833100000003 301.12847000000005;712.7804100000003 309.76709000000005;714.9158000000003 311.3201;718.6041900000004 319.95872;717.8276900000003 323.74418000000003;715.4011100000004 328.30614;716.7599900000004 333.45049;709.9655800000004 381.30261;708.9949400000004 382.37030000000004;706.4713000000004 388.09703;704.4329800000004 390.23242;703.5594100000004 395.86208;703.5594100000004 396.0562;690.4558900000004 394.212;682.5937800000004 393.24136999999996;661.4340200000004 390.81478999999996;661.4340200000004 390.81478999999996
IN,Indiana,750.34384 388.77647;735.49319 386.15576000000004;732.09598 385.47632000000004;720.06015 383.53506000000004;717.53651 381.49673000000007;713.7510500000001 379.74960000000004;712.2951 379.84670000000006;710.5479600000001 380.72027;709.9655900000001 381.30265;716.7600000000001 333.45053;715.4011200000001 328.30618000000004;717.8277 323.74422000000004;718.6042000000001 319.95876000000004;714.9158100000001 311.32014000000004;712.78042 309.76713000000007;712.6833200000001 301.12851000000006;713.07158 301.03141000000005;713.45983 301.12851000000006;714.91578 303.84628000000004;718.50711 303.84628000000004;722.87495 305.30223;728.31049 303.26390000000004;728.8928599999999 305.49635;731.9988799999999 307.82587;736.6579099999999 307.14642000000003;739.1815599999999 312.09664000000004;746.0730399999999 311.51427;745.9759399999999 314.3291;752.0909199999999 322.38532999999995;751.1202899999998 326.07372999999995;755.3910699999998 326.17082999999997;760.6324699999998 330.34453999999994;759.3706499999998 335.1006299999999;759.5647799999998 335.2947599999999;759.3706499999998 336.9448299999999;753.5468699999998 371.3051799999999;750.9261599999998 385.96170999999987;750.6349699999997 387.51471999999984;750.3437799999997 388.77653999999984
KY,Kentucky,693.17367 271.81541;692.88248 272.59191;692.3001 272.78603999999996;691.9118500000001 271.52421999999996;692.00895 271.42711999999995;693.07664 271.52421999999996;693.17374 271.81540999999993|759.5649099999999 335.29468999999995;759.37078 335.10056;760.6325999999999 330.34447;755.3911999999999 326.17076;751.12042 326.07365999999996;752.09105 322.38525999999996;745.97607 314.32903;746.07317 311.5142;739.18169 312.09657000000004;736.65804 307.14635000000004;731.99901 307.8258;728.89299 305.49628;728.3106200000001 303.26383;722.8750800000001 305.30215999999996;718.5072400000001 303.84621;714.9159100000002 303.84621;713.4599600000001 301.12844;713.0717100000002 301.03134;713.0717100000002 300.74015;711.6157600000001 297.44000000000005;713.2658300000002 295.11049;707.1508600000002 291.51915;708.6068000000002 287.24838;706.7626000000002 285.11299;699.2887400000003 287.15131;697.3474800000002 282.58935;697.9298600000002 282.00697;698.1239900000002 281.61871;697.2504200000002 273.65954;696.8621600000002 273.46541;694.3385200000002 271.91240000000005;694.2414200000003 271.6212100000001;697.0562500000003 272.0094700000001;716.6630000000004 274.6301700000001;715.6923700000003 278.5126900000001;718.9925200000004 278.6097900000001;758.4972100000003 283.85120000000006;786.2572600000003 288.51023000000004;786.6455100000003 288.80142;787.3249500000003 289.57792;794.6046900000002 293.46044;800.2343500000002 300.83724;801.0108500000002 303.36088;804.6992500000002 306.27278;809.3582800000003 312.19363;810.0377200000003 313.16426;809.7465300000002 313.26136;807.3199600000003 313.26136;804.2139400000003 315.0085;798.6813400000003 321.70585000000005;796.7400800000003 328.50027000000006;796.7400800000003 328.69440000000003;796.5459500000003 328.88852;792.4693000000003 331.21804000000003;790.6251000000003 334.32406000000003;786.9367000000003 330.73272000000003;784.6071900000003 330.15034;781.6952900000003 331.31510000000003;779.1716500000003 329.37384000000003;773.9302400000004 331.70335000000006;772.5713600000004 331.12098000000003;767.6211400000004 335.39175000000006;765.0975000000004 336.65357000000006;760.3414100000005 336.07119000000006;759.5649000000004 335.29469000000006
NC,North Carolina,890.2118 256.77063;889.1441100000001 255.70292999999998;889.3382300000001 255.50879999999998;890.2118 256.77063|890.9883000000001 262.40029;890.5029900000001 261.62378;890.69712 260.84728;890.9883000000001 262.40029|896.8120900000001 271.42715999999996;895.3561500000001 270.45652999999993;894.57964 269.29176999999993;896.81209 271.4271599999999|909.33323 277.54212999999993;908.75086 277.93038999999993;907.48904 278.02748999999994;909.3332300000001 277.54216999999994|906.71253 278.12454999999994;905.83896 278.12454999999994;904.38302 277.34804999999994;906.71253 278.12454999999994|909.72149 277.0568599999999;912.53632 284.0453999999999;910.59506 281.1335099999999;909.72149 277.0568599999999|913.8952 286.27784999999994;915.15702 288.12204999999994;914.47758 288.12204999999994;913.8952 286.27784999999994|922.0485 293.8487799999999;919.91311 304.6227799999999;921.75731 298.9931199999999;922.0485 293.8487799999999|910.2068 318.4057499999999;910.01268 318.3086499999999;909.72149 318.2115499999999;909.72149 318.2115499999999;909.81859 318.2115499999999;915.15706 309.1846799999999;919.33078 305.01096999999993;910.20684 318.4056799999999;910.20684 318.4056799999999|908.4597100000001 317.8232999999999;907.6832 317.62916999999993;907.6832 317.62916999999993;907.87733 317.5320699999999;909.5274000000001 317.5320699999999;909.3332700000001 318.1144499999999;909.3332700000001 318.1144499999999;909.04209 318.0173499999999;908.7509 318.0173499999999;908.7509 318.0173499999999;908.7509 317.8232299999999;908.55677 317.7261299999999;908.4596700000001 317.8232299999999;908.4596700000001 317.8232299999999|818.6762800000001 295.69283999999993;818.1909600000001 294.23688999999996;818.2880600000001 290.06318;817.2203600000001 290.16028;814.6967200000001 285.01593;811.8818900000001 284.72474000000005;806.6404800000001 279.58040000000005;804.3109700000001 280.45397;801.3020100000001 275.98906000000005;793.3428400000001 268.8063900000001;789.4603100000002 267.83576000000005;785.3836600000002 264.05030000000005;785.1895300000002 261.52666000000005;781.5982000000002 259.58540000000005;781.6953000000002 255.31462000000005;781.6953000000002 254.34399000000005;782.9571200000001 254.63518000000005;796.5459600000002 257.45001;800.2343600000002 258.22651;801.4961800000001 258.5177;801.7873700000001 258.5177;834.0123200000002 268.70932999999997;839.4478600000001 265.8945;850.4159900000001 265.50624999999997;858.4722300000001 267.05925999999994;880.1173100000001 253.37335999999993;880.5055600000001 253.66454999999993;890.50306 257.74119999999994;890.60016 263.0796699999999;894.1914999999999 269.5828999999999;898.0740199999999 273.2712999999999;906.1302599999999 278.60976999999986;907.1979599999999 280.55102999999986;909.3333399999999 279.5803999999998;910.3039799999999 285.9865599999998;909.1392199999999 283.75410999999986;905.0625699999999 282.39522999999986;901.18004 282.29812999999984;905.9361399999999 285.7923999999998;904.4801899999999 287.3454099999998;906.1302599999999 290.8396799999998;897.0063299999999 292.2956299999998;896.61808 292.7809399999998;904.3831299999999 294.2368899999998;906.9067699999999 292.9750699999998;910.1098499999999 293.26625999999976;912.73055 295.20751999999976;914.67182 298.99297999999976;916.41895 299.47829999999976;916.12776 304.81676999999974;913.89531 306.9521599999997;911.66286 304.91382999999973;912.14817 299.76948999999973;910.4981 306.07858999999974;909.2362800000001 306.3697799999997;899.6270300000001 302.39018999999973;903.89781 306.56390999999974;904.09194 308.21397999999976;908.55684 309.2816699999998;909.8186599999999 312.58181999999977;912.8276199999999 310.83467999999976;909.6245299999999 315.59077999999977;907.39208 317.53203999999977;907.39208 317.53203999999977;868.56683 306.46683999999976;843.81574 300.15773999999976;818.77345 295.4987099999998;818.6763500000001 295.69283999999976
OH,Ohio,818.19096 382.3703;815.76439 392.85312;815.27907 394.98850999999996;812.5613000000001 406.92726999999996;809.06703 404.69481999999994;801.5931700000001 398.96809999999994;796.7400200000001 393.04724999999996;792.95455 392.46486999999996;785.9660100000001 388.48528;782.0834800000001 390.81479;770.3388500000001 392.17368;770.3388500000001 392.17368;764.1268100000001 390.62067;758.0118300000001 389.16472000000005;751.6056600000002 387.80584000000005;750.6350300000001 387.5146500000001;750.9262200000002 385.9616400000001;753.5469300000002 371.3051100000001;759.3707100000003 336.94476000000014;759.5648400000002 335.2946900000001;760.3413500000003 336.0711900000001;765.0974400000002 336.6535700000001;767.6210800000002 335.3917500000001;772.5713000000002 331.1209800000001;773.9301800000002 331.7033500000001;779.1715900000002 329.3738400000001;781.6952300000002 331.3151000000001;784.6071300000001 330.1503400000001;786.9366400000001 330.7327200000001;790.6250400000001 334.3240600000001;792.4692400000001 331.2180400000001;796.5458900000001 328.8885200000001;796.7400200000001 328.6944000000001;796.7400200000001 328.6944000000001;800.9137300000001 330.7327200000001;802.3696800000001 333.93581000000006;801.2049200000001 337.23595000000006;804.5050600000002 342.28323000000006;806.9316400000001 342.67149000000006;806.6404500000001 346.9422600000001;810.6200400000001 352.3778000000001;811.2994800000001 351.6012900000001;814.8908200000001 354.3190600000001;817.99684 358.97809000000007;818.48215 380.23491000000007;818.67628 380.3320100000001;818.19096 382.3703300000001
TN,Tennessee,786.2572 288.51027;758.49715 283.85124;718.99246 278.60983000000004;715.69231 278.51273000000003;716.66294 274.63021000000003;697.05619 272.00951000000003;694.24136 271.62125000000003;694.24136 271.52415;693.4648599999999 270.55352;693.0766 270.65062;693.0766 271.42713;693.0766 271.52423;692.00891 271.42713;692.10601 271.33002999999997;692.6883899999999 268.61226999999997;690.7471299999999 266.18568999999997;690.5529999999999 261.72078;690.5529999999999 260.94428;690.5529999999999 260.84718;687.6411099999999 255.21751999999998;688.2234899999999 251.23792999999998;685.5057199999999 246.96714999999998;686.4763499999999 243.08462999999998;682.9820799999999 239.88153999999997;683.1761999999999 239.68741999999997;685.3115899999999 239.88153999999997;704.72422 242.30811999999997;713.26577 243.47287999999998;718.11893 244.15231999999997;718.31305 244.15231999999997;718.21595 244.34644999999998;734.52256 246.57889999999998;742.2876 247.54952999999998;757.8177 250.07316999999998;760.7295999999999 250.55848999999998;762.4767299999999 250.75260999999998;770.7270999999998 252.30561999999998;772.7654199999998 252.69386999999998;780.3363499999998 254.14981999999998;781.6952299999998 254.34394999999998;781.6952299999998 255.31457999999998;781.5981299999999 259.58536;785.1894599999998 261.52662;785.3835899999998 264.05026;789.4602399999998 267.83572;793.3427699999997 268.80635;801.3019399999997 275.98902;804.3108999999997 280.45392999999996;806.6404099999997 279.58036;811.8818199999997 284.7247;814.6966499999997 285.01588999999996;817.2202899999997 290.16023999999993;818.2879899999997 290.0631399999999;818.1908899999997 294.2368499999999;818.6762099999997 295.69279999999986;817.1231999999998 295.4016099999999;811.5905999999998 293.8485999999999;804.9903099999998 292.48970999999995;788.3925199999998 289.0925;786.6453799999998 288.80132;786.2571299999998 288.51013
